60	885
2	3	1
2	5	1
3	5	1
1	6	1
1	7	1
3	7	1
5	7	1
6	7	1
1	8	1
1	9	1
2	9	1
3	9	1
4	9	1
1	10	1
4	10	1
9	10	1
2	11	1
5	11	1
6	11	1
7	11	1
9	11	1
3	12	1
5	12	1
10	12	1
2	13	1
3	13	1
4	13	1
5	13	1
6	13	1
7	13	1
8	13	1
9	13	1
11	13	1
12	13	1
1	14	1
2	14	1
3	14	1
5	14	1
6	14	1
8	14	1
9	14	1
11	14	1
12	14	1
1	15	1
6	15	1
9	15	1
10	15	1
11	15	1
12	15	1
1	16	1
7	16	1
8	16	1
9	16	1
12	16	1
14	16	1
1	17	1
5	17	1
6	17	1
7	17	1
8	17	1
12	17	1
13	17	1
15	17	1
4	18	1
5	18	1
7	18	1
8	18	1
9	18	1
11	18	1
12	18	1
17	18	1
2	19	1
4	19	1
5	19	1
7	19	1
9	19	1
10	19	1
11	19	1
12	19	1
14	19	1
16	19	1
17	19	1
18	19	1
4	20	1
8	20	1
10	20	1
11	20	1
12	20	1
13	20	1
14	20	1
15	20	1
19	20	1
1	21	1
5	21	1
7	21	1
8	21	1
14	21	1
15	21	1
16	21	1
17	21	1
19	21	1
2	22	1
5	22	1
9	22	1
13	22	1
14	22	1
16	22	1
17	22	1
19	22	1
2	23	1
4	23	1
6	23	1
7	23	1
8	23	1
10	23	1
17	23	1
18	23	1
21	23	1
22	23	1
3	24	1
15	24	1
16	24	1
17	24	1
18	24	1
20	24	1
23	24	1
1	25	1
2	25	1
5	25	1
6	25	1
7	25	1
8	25	1
9	25	1
10	25	1
12	25	1
14	25	1
17	25	1
18	25	1
20	25	1
1	26	1
2	26	1
5	26	1
6	26	1
7	26	1
8	26	1
10	26	1
15	26	1
16	26	1
22	26	1
23	26	1
1	27	1
2	27	1
3	27	1
4	27	1
7	27	1
9	27	1
10	27	1
11	27	1
12	27	1
13	27	1
14	27	1
16	27	1
19	27	1
24	27	1
25	27	1
26	27	1
6	28	1
8	28	1
14	28	1
16	28	1
17	28	1
18	28	1
21	28	1
22	28	1
23	28	1
27	28	1
2	29	1
4	29	1
5	29	1
7	29	1
9	29	1
11	29	1
13	29	1
21	29	1
26	29	1
1	30	1
4	30	1
11	30	1
14	30	1
16	30	1
17	30	1
20	30	1
22	30	1
26	30	1
28	30	1
