90	2003
1	5	1
2	5	1
3	5	1
4	5	1
1	6	1
3	6	1
4	6	1
1	7	1
2	7	1
5	7	1
2	8	1
3	8	1
4	8	1
5	8	1
1	9	1
4	9	1
5	9	1
7	9	1
8	9	1
1	10	1
9	10	1
2	11	1
7	11	1
9	11	1
1	12	1
3	12	1
5	12	1
8	12	1
11	12	1
1	13	1
4	13	1
8	13	1
12	13	1
1	14	1
3	14	1
5	14	1
6	14	1
9	14	1
11	14	1
1	15	1
3	15	1
7	15	1
8	15	1
10	15	1
12	15	1
13	15	1
2	16	1
3	16	1
7	16	1
12	16	1
1	17	1
3	17	1
4	17	1
5	17	1
6	17	1
7	17	1
9	17	1
10	17	1
12	17	1
15	17	1
1	18	1
2	18	1
4	18	1
5	18	1
7	18	1
10	18	1
13	18	1
14	18	1
15	18	1
17	18	1
4	19	1
5	19	1
6	19	1
8	19	1
10	19	1
12	19	1
13	19	1
15	19	1
18	19	1
1	20	1
3	20	1
4	20	1
5	20	1
7	20	1
8	20	1
9	20	1
10	20	1
13	20	1
14	20	1
17	20	1
18	20	1
2	21	1
6	21	1
11	21	1
15	21	1
16	21	1
17	21	1
19	21	1
20	21	1
1	22	1
4	22	1
13	22	1
14	22	1
15	22	1
19	22	1
1	23	1
2	23	1
3	23	1
4	23	1
5	23	1
6	23	1
8	23	1
10	23	1
11	23	1
12	23	1
14	23	1
15	23	1
17	23	1
19	23	1
20	23	1
1	24	1
3	24	1
6	24	1
10	24	1
12	24	1
13	24	1
14	24	1
15	24	1
18	24	1
22	24	1
23	24	1
2	25	1
3	25	1
4	25	1
5	25	1
7	25	1
8	25	1
11	25	1
12	25	1
13	25	1
14	25	1
16	25	1
18	25	1
19	25	1
20	25	1
21	25	1
22	25	1
24	25	1
1	26	1
8	26	1
10	26	1
11	26	1
13	26	1
14	26	1
18	26	1
19	26	1
21	26	1
22	26	1
23	26	1
24	26	1
25	26	1
1	27	1
2	27	1
3	27	1
7	27	1
9	27	1
10	27	1
14	27	1
15	27	1
17	27	1
20	27	1
21	27	1
22	27	1
23	27	1
25	27	1
2	28	1
7	28	1
8	28	1
9	28	1
10	28	1
13	28	1
14	28	1
15	28	1
17	28	1
18	28	1
21	28	1
22	28	1
23	28	1
26	28	1
27	28	1
1	29	1
2	29	1
4	29	1
7	29	1
9	29	1
11	29	1
14	29	1
15	29	1
20	29	1
21	29	1
23	29	1
28	29	1
1	30	1
2	30	1
3	30	1
5	30	1
10	30	1
13	30	1
17	30	1
19	30	1
20	30	1
22	30	1
24	30	1
28	30	1
2	31	1
3	31	1
4	31	1
5	31	1
7	31	1
8	31	1
12	31	1
14	31	1
15	31	1
16	31	1
19	31	1
25	31	1
27	31	1
28	31	1
29	31	1
2	32	1
5	32	1
7	32	1
10	32	1
11	32	1
13	32	1
20	32	1
22	32	1
