90	2003
1	3	1
1	4	1
2	5	1
3	5	1
5	6	1
2	7	1
3	7	1
5	7	1
3	8	1
7	8	1
2	9	1
5	9	1
8	9	1
2	10	1
5	10	1
6	10	1
7	10	1
8	10	1
5	11	1
6	11	1
2	12	1
3	12	1
6	12	1
9	12	1
10	12	1
2	13	1
3	13	1
4	13	1
6	13	1
7	13	1
9	13	1
12	13	1
1	14	1
4	14	1
5	14	1
8	14	1
9	14	1
10	14	1
11	14	1
12	14	1
13	14	1
1	15	1
2	15	1
3	15	1
6	15	1
9	15	1
10	15	1
12	15	1
13	15	1
14	15	1
3	16	1
5	16	1
8	16	1
9	16	1
12	16	1
13	16	1
14	16	1
1	17	1
2	17	1
3	17	1
5	17	1
6	17	1
7	17	1
9	17	1
12	17	1
13	17	1
1	18	1
3	18	1
4	18	1
6	18	1
7	18	1
10	18	1
16	18	1
2	19	1
3	19	1
8	19	1
9	19	1
11	19	1
14	19	1
15	19	1
16	19	1
2	20	1
3	20	1
4	20	1
13	20	1
14	20	1
16	20	1
17	20	1
3	21	1
4	21	1
5	21	1
6	21	1
8	21	1
14	21	1
16	21	1
20	21	1
1	22	1
2	22	1
4	22	1
5	22	1
8	22	1
10	22	1
13	22	1
16	22	1
18	22	1
19	22	1
20	22	1
4	23	1
10	23	1
11	23	1
13	23	1
15	23	1
17	23	1
19	23	1
21	23	1
1	24	1
3	24	1
6	24	1
7	24	1
8	24	1
9	24	1
12	24	1
14	24	1
15	24	1
17	24	1
19	24	1
20	24	1
21	24	1
22	24	1
1	25	1
2	25	1
5	25	1
7	25	1
9	25	1
10	25	1
11	25	1
14	25	1
16	25	1
19	25	1
20	25	1
22	25	1
23	25	1
24	25	1
3	26	1
6	26	1
8	26	1
9	26	1
11	26	1
14	26	1
17	26	1
18	26	1
19	26	1
22	26	1
23	26	1
1	27	1
5	27	1
6	27	1
13	27	1
14	27	1
16	27	1
18	27	1
20	27	1
21	27	1
22	27	1
1	28	1
9	28	1
11	28	1
15	28	1
17	28	1
18	28	1
19	28	1
20	28	1
23	28	1
26	28	1
27	28	1
1	29	1
3	29	1
7	29	1
13	29	1
15	29	1
17	29	1
18	29	1
19	29	1
20	29	1
22	29	1
25	29	1
27	29	1
28	29	1
1	30	1
4	30	1
7	30	1
12	30	1
14	30	1
17	30	1
18	30	1
19	30	1
20	30	1
21	30	1
24	30	1
27	30	1
29	30	1
2	31	1
3	31	1
5	31	1
7	31	1
9	31	1
10	31	1
13	31	1
16	31	1
17	31	1
19	31	1
20	31	1
23	31	1
27	31	1
30	31	1
2	32	1
14	32	1
19	32	1
20	32	1
21	32	1
24	32	1
25	32	1
26	32	1
27	32	1
30	32	1
31	32	1
5	33	1
9	33	1
11	33	1
12	33	1
13	33	1
14	33	1
16	33	1
17	33	1
19	33	1
20	33	1
21	33	1
23	33	1
24	33	1
25	33	1
26	33	1
31	33	1
3	34	1
5	34	1
6	34	1
10	34	1
11	34	1
12	34	1
14	34	1
18	34	1
21	34	1
23	34	1
26	34	1
27	34	1
29	34	1
31	34	1
33	34	1
1	35	1
2	35	1
6	35	1
7	35	1
9	35	1
10	35	1
11	35	1
13	35	1
18	35	1
22	35	1
23	35	1
24	35	1
25	35	1
26	35	1
28	35	1
30	35	1
33	35	1
1	36	1
2	36	1
6	36	1
7	36	1
8	36	1
10	36	1
11	36	1
12	36	1
14	36	1
16	36	1
17	36	1
18	36	1
19	36	1
20	36	1
22	36	1
23	36	1
24	36	1
25	36	1
29	36	1
31	36	1
32	36	1
35	36	1
1	37	1
2	37	1
8	37	1
10	37	1
13	37	1
14	37	1
15	37	1
16	37	1
18	37	1
19	37	1
20	37	1
21	37	1
24	37	1
25	37	1
29	37	1
30	37	1
31	37	1
32	37	1
33	37	1
1	38	1
2	38	1
3	38	1
4	38	1
8	38	1
9	38	1
10	38	1
13	38	1
17	38	1
18	38	1
19	38	1
21	38	1
22	38	1
23	38	1
27	38	1
29	38	1
30	38	1
31	38	1
33	38	1
2	39	1
6	39	1
7	39	1
8	39	1
14	39	1
19	39	1
20	39	1
21	39	1
22	39	1
23	39	1
30	39	1
32	39	1
33	39	1
35	39	1
36	39	1
38	39	1
1	40	1
5	40	1
7	40	1
8	40	1
9	40	1
10	40	1
16	40	1
18	40	1
19	40	1
21	40	1
22	40	1
24	40	1
25	40	1
27	40	1
28	40	1
29	40	1
31	40	1
32	40	1
35	40	1
2	41	1
3	41	1
6	41	1
10	41	1
11	41	1
16	41	1
18	41	1
22	41	1
23	41	1
24	41	1
25	41	1
26	41	1
27	41	1
29	41	1
31	41	1
32	41	1
33	41	1
38	41	1
39	41	1
40	41	1
2	42	1
4	42	1
5	42	1
7	42	1
8	42	1
9	42	1
11	42	1
12	42	1
15	42	1
16	42	1
17	42	1
18	42	1
20	42	1
23	42	1
27	42	1
28	42	1
33	42	1
36	42	1
37	42	1
38	42	1
40	42	1
2	43	1
4	43	1
5	43	1
6	43	1
7	43	1
9	43	1
12	43	1
13	43	1
16	43	1
17	43	1
22	43	1
26	43	1
27	43	1
28	43	1
29	43	1
36	43	1
37	43	1
38	43	1
40	43	1
42	43	1
2	44	1
3	44	1
4	44	1
