70	1208
1	3	1
2	3	1
2	4	1
4	5	1
1	6	1
2	6	1
2	7	1
3	7	1
5	7	1
1	8	1
3	8	1
4	8	1
5	8	1
6	8	1
7	8	1
3	9	1
5	9	1
6	9	1
8	9	1
1	10	1
2	10	1
3	10	1
5	10	1
6	10	1
2	11	1
5	11	1
9	11	1
1	12	1
3	12	1
4	12	1
5	12	1
6	12	1
8	12	1
10	12	1
1	13	1
2	13	1
3	13	1
6	13	1
7	13	1
9	13	1
11	13	1
12	13	1
1	14	1
2	14	1
3	14	1
4	14	1
6	14	1
7	14	1
11	14	1
4	15	1
5	15	1
9	15	1
11	15	1
13	15	1
14	15	1
6	16	1
9	16	1
10	16	1
13	16	1
1	17	1
3	17	1
6	17	1
7	17	1
8	17	1
9	17	1
12	17	1
2	18	1
8	18	1
12	18	1
16	18	1
17	18	1
1	19	1
3	19	1
12	19	1
14	19	1
16	19	1
18	19	1
1	20	1
4	20	1
6	20	1
7	20	1
8	20	1
9	20	1
13	20	1
14	20	1
5	21	1
6	21	1
7	21	1
8	21	1
9	21	1
10	21	1
11	21	1
12	21	1
14	21	1
16	21	1
17	21	1
20	21	1
1	22	1
3	22	1
4	22	1
7	22	1
9	22	1
10	22	1
13	22	1
15	22	1
19	22	1
20	22	1
21	22	1
1	23	1
2	23	1
3	23	1
7	23	1
12	23	1
18	23	1
19	23	1
21	23	1
1	24	1
2	24	1
3	24	1
4	24	1
8	24	1
11	24	1
12	24	1
13	24	1
14	24	1
15	24	1
16	24	1
19	24	1
21	24	1
22	24	1
1	25	1
4	25	1
7	25	1
8	25	1
9	25	1
11	25	1
14	25	1
15	25	1
16	25	1
18	25	1
21	25	1
2	26	1
3	26	1
5	26	1
6	26	1
7	26	1
10	26	1
11	26	1
12	26	1
13	26	1
17	26	1
18	26	1
20	26	1
21	26	1
24	26	1
25	26	1
4	27	1
6	27	1
7	27	1
8	27	1
9	27	1
10	27	1
22	27	1
23	27	1
24	27	1
25	27	1
1	28	1
2	28	1
3	28	1
6	28	1
9	28	1
10	28	1
11	28	1
16	28	1
17	28	1
19	28	1
22	28	1
23	28	1
26	28	1
1	29	1
3	29	1
5	29	1
6	29	1
7	29	1
10	29	1
11	29	1
13	29	1
14	29	1
15	29	1
16	29	1
17	29	1
18	29	1
21	29	1
23	29	1
24	29	1
26	29	1
27	29	1
2	30	1
4	30	1
5	30	1
6	30	1
7	30	1
8	30	1
10	30	1
11	30	1
12	30	1
14	30	1
15	30	1
16	30	1
19	30	1
22	30	1
24	30	1
25	30	1
28	30	1
29	30	1
1	31	1
5	31	1
6	31	1
7	31	1
8	31	1
9	31	1
12	31	1
13	31	1
15	31	1
16	31	1
21	31	1
22	31	1
23	31	1
25	31	1
26	31	1
27	31	1
29	31	1
30	31	1
1	32	1
2	32	1
6	32	1
7	32	1
11	32	1
12	32	1
13	32	1
14	32	1
16	32	1
17	32	1
19	32	1
20	32	1
22	32	1
24	32	1
25	32	1
27	32	1
28	32	1
29	32	1
30	32	1
31	32	1
1	33	1
3	33	1
5	33	1
6	33	1
8	33	1
11	33	1
13	33	1
15	33	1
18	33	1
19	33	1
21	33	1
22	33	1
23	33	1
24	33	1
27	33	1
6	34	1
7	34	1
8	34	1
11	34	1
14	34	1
16	34	1
17	34	1
18	34	1
19	34	1
23	34	1
24	34	1
27	34	1
28	34	1
30	34	1
31	34	1
32	34	1
1	35	1
2	35	1
3	35	1
5	35	1
6	35	1
8	35	1
10	35	1
11	35	1
15	35	1
16	35	1
17	35	1
18	35	1
19	35	1
20	35	1
22	35	1
23	35	1
31	35	1
7	36	1
10	36	1
11	36	1
13	36	1
14	36	1
16	36	1
19	36	1
21	36	1
23	36	1
25	36	1
30	36	1
31	36	1
33	36	1
34	36	1
35	36	1
1	37	1
2	37	1
3	37	1
8	37	1
9	37	1
10	37	1
11	37	1
12	37	1
16	37	1
17	37	1
18	37	1
19	37	1
23	37	1
24	37	1
25	37	1
26	37	1
27	37	1
30	37	1
31	37	1
33	37	1
35	37	1
1	38	1
3	38	1
5	38	1
7	38	1
9	38	1
10	38	1
13	38	1
14	38	1
15	38	1
16	38	1
17	38	1
18	38	1
20	38	1
21	38	1
24	38	1
26	38	1
28	38	1
33	38	1
34	38	1
35	38	1
1	39	1
2	39	1
5	39	1
7	39	1
9	39	1
10	39	1
13	39	1
15	39	1
16	39	1
18	39	1
19	39	1
20	39	1
21	39	1
22	39	1
23	39	1
26	39	1
27	39	1
29	39	1
31	39	1
32	39	1
34	39	1
35	39	1
36	39	1
37	39	1
1	40	1
2	40	1
4	40	1
9	40	1
10	40	1
11	40	1
14	40	1
15	40	1
16	40	1
17	40	1
19	40	1
21	40	1
25	40	1
26	40	1
28	40	1
30	40	1
31	40	1
32	40	1
36	40	1
39	40	1
2	41	1
3	41	1
5	41	1
6	41	1
7	41	1
9	41	1
11	41	1
13	41	1
16	41	1
18	41	1
20	41	1
23	41	1
24	41	1
26	41	1
27	41	1
30	41	1
31	41	1
32	41	1
34	41	1
35	41	1
36	41	1
40	41	1
1	42	1
2	42	1
4	42	1
6	42	1
7	42	1
10	42	1
11	42	1
12	42	1
13	42	1
14	42	1
15	42	1
17	42	1
19	42	1
21	42	1
24	42	1
25	42	1
27	42	1
28	42	1
31	42	1
32	42	1
33	42	1
35	42	1
36	42	1
37	42	1
38	42	1
40	42	1
3	43	1
4	43	1
6	43	1
7	43	1
9	43	1
11	43	1
13	43	1
16	43	1
18	43	1
22	43	1
24	43	1
25	43	1
26	43	1
27	43	1
28	43	1
29	43	1
31	43	1
35	43	1
36	43	1
37	43	1
38	43	1
41	43	1
1	44	1
2	44	1
3	44	1
5	44	1
7	44	1
11	44	1
14	44	1
17	44	1
22	44	1
28	44	1
29	44	1
30	44	1
31	44	1
34	44	1
37	44	1
38	44	1
40	44	1
41	44	1
42	44	1
4	45	1
5	45	1
6	45	1
7	45	1
9	45	1
10	45	1
12	45	1
16	45	1
17	45	1
21	45	1
24	45	1
27	45	1
28	45	1
31	45	1
34	45	1
35	45	1
36	45	1
43	45	1
44	45	1
1	46	1
2	46	1
5	46	1
6	46	1
9	46	1
10	46	1
11	46	1
12	46	1
13	46	1
17	46	1
18	46	1
20	46	1
22	46	1
23	46	1
24	46	1
25	46	1
26	46	1
27	46	1
28	46	1
29	46	1
31	46	1
32	46	1
37	46	1
38	46	1
39	46	1
40	46	1
41	46	1
3	47	1
4	47	1
5	47	1
7	47	1
9	47	1
10	47	1
11	47	1
13	47	1
19	47	1
21	47	1
23	47	1
26	47	1
27	47	1
29	47	1
32	47	1
33	47	1
34	47	1
36	47	1
37	47	1
38	47	1
40	47	1
43	47	1
44	47	1
45	47	1
1	48	1
6	48	1
8	48	1
10	48	1
11	48	1
15	48	1
16	48	1
18	48	1
19	48	1
21	48	1
23	48	1
24	48	1
25	48	1
28	48	1
29	48	1
33	48	1
34	48	1
35	48	1
37	48	1
40	48	1
41	48	1
44	48	1
45	48	1
46	48	1
2	49	1
7	49	1
9	49	1
10	49	1
13	49	1
17	49	1
18	49	1
19	49	1
20	49	1
27	49	1
29	49	1
30	49	1
33	49	1
34	49	1
35	49	1
39	49	1
41	49	1
43	49	1
44	49	1
45	49	1
46	49	1
