100	2475
1	2	1.000000
2	3	1.000000
2	4	1.000000
2	5	1.000000
1	6	1.000000
3	6	1.000000
5	6	1.000000
1	7	1.000000
2	7	1.000000
6	7	1.000000
1	8	1.000000
3	8	1.000000
4	8	1.000000
5	8	1.000000
7	8	1.000000
1	10	1.000000
5	10	1.000000
8	10	1.000000
1	11	1.000000
2	11	1.000000
4	11	1.000000
5	11	1.000000
6	11	1.000000
10	11	1.000000
1	12	1.000000
2	12	1.000000
3	12	1.000000
4	12	1.000000
5	12	1.000000
6	12	1.000000
7	12	1.000000
9	12	1.000000
10	12	1.000000
3	13	1.000000
11	13	1.000000
12	13	1.000000
5	14	1.000000
8	14	1.000000
12	14	1.000000
13	14	1.000000
3	15	1.000000
6	15	1.000000
11	15	1.000000
12	15	1.000000
13	15	1.000000
14	15	1.000000
3	16	1.000000
4	16	1.000000
6	16	1.000000
7	16	1.000000
8	16	1.000000
10	16	1.000000
13	16	1.000000
14	16	1.000000
15	16	1.000000
2	17	1.000000
3	17	1.000000
4	17	1.000000
9	17	1.000000
16	17	1.000000
2	18	1.000000
3	18	1.000000
4	18	1.000000
7	18	1.000000
9	18	1.000000
10	18	1.000000
11	18	1.000000
14	18	1.000000
16	18	1.000000
17	18	1.000000
3	19	1.000000
4	19	1.000000
8	19	1.000000
10	19	1.000000
11	19	1.000000
12	19	1.000000
13	19	1.000000
15	19	1.000000
16	19	1.000000
18	19	1.000000
2	20	1.000000
3	20	1.000000
4	20	1.000000
5	20	1.000000
6	20	1.000000
9	20	1.000000
15	20	1.000000
17	20	1.000000
18	20	1.000000
1	21	1.000000
4	21	1.000000
9	21	1.000000
11	21	1.000000
12	21	1.000000
14	21	1.000000
15	21	1.000000
16	21	1.000000
17	21	1.000000
19	21	1.000000
20	21	1.000000
1	22	1.000000
6	22	1.000000
7	22	1.000000
11	22	1.000000
13	22	1.000000
14	22	1.000000
17	22	1.000000
20	22	1.000000
2	23	1.000000
3	23	1.000000
7	23	1.000000
8	23	1.000000
9	23	1.000000
10	23	1.000000
14	23	1.000000
18	23	1.000000
19	23	1.000000
21	23	1.000000
1	24	1.000000
3	24	1.000000
5	24	1.000000
6	24	1.000000
7	24	1.000000
8	24	1.000000
10	24	1.000000
11	24	1.000000
12	24	1.000000
13	24	1.000000
14	24	1.000000
15	24	1.000000
18	24	1.000000
19	24	1.000000
1	25	1.000000
3	25	1.000000
4	25	1.000000
7	25	1.000000
8	25	1.000000
9	25	1.000000
10	25	1.000000
12	25	1.000000
16	25	1.000000
17	25	1.000000
18	25	1.000000
19	25	1.000000
20	25	1.000000
21	25	1.000000
22	25	1.000000
24	25	1.000000
3	26	1.000000
6	26	1.000000
7	26	1.000000
9	26	1.000000
12	26	1.000000
13	26	1.000000
14	26	1.000000
16	26	1.000000
17	26	1.000000
18	26	1.000000
20	26	1.000000
22	26	1.000000
23	26	1.000000
24	26	1.000000
1	27	1.000000
2	27	1.000000
5	27	1.000000
7	27	1.000000
8	27	1.000000
13	27	1.000000
16	27	1.000000
18	27	1.000000
20	27	1.000000
22	27	1.000000
23	27	1.000000
24	27	1.000000
25	27	1.000000
2	28	1.000000
3	28	1.000000
4	28	1.000000
5	28	1.000000
8	28	1.000000
10	28	1.000000
12	28	1.000000
13	28	1.000000
14	28	1.000000
15	28	1.000000
16	28	1.000000
17	28	1.000000
20	28	1.000000
21	28	1.000000
26	28	1.000000
27	28	1.000000
3	29	1.000000
4	29	1.000000
6	29	1.000000
8	29	1.000000
9	29	1.000000
11	29	1.000000
16	29	1.000000
18	29	1.000000
22	29	1.000000
23	29	1.000000
24	29	1.000000
26	29	1.000000
27	29	1.000000
1	30	1.000000
3	30	1.000000
4	30	1.000000
7	30	1.000000
8	30	1.000000
12	30	1.000000
13	30	1.000000
18	30	1.000000
19	30	1.000000
20	30	1.000000
26	30	1.000000
27	30	1.000000
1	31	1.000000
2	31	1.000000
3	31	1.000000
4	31	1.000000
6	31	1.000000
10	31	1.000000
11	31	1.000000
17	31	1.000000
18	31	1.000000
19	31	1.000000
22	31	1.000000
27	31	1.000000
30	31	1.000000
1	32	1.000000
2	32	1.000000
3	32	1.000000
4	32	1.000000
6	32	1.000000
8	32	1.000000
9	32	1.000000
11	32	1.000000
15	32	1.000000
16	32	1.000000
23	32	1.000000
24	32	1.000000
27	32	1.000000
28	32	1.000000
30	32	1.000000
4	33	1.000000
5	33	1.000000
6	33	1.000000
9	33	1.000000
10	33	1.000000
14	33	1.000000
17	33	1.000000
18	33	1.000000
19	33	1.000000
20	33	1.000000
21	33	1.000000
22	33	1.000000
25	33	1.000000
26	33	1.000000
28	33	1.000000
29	33	1.000000
30	33	1.000000
31	33	1.000000
1	34	1.000000
3	34	1.000000
9	34	1.000000
10	34	1.000000
12	34	1.000000
13	34	1.000000
15	34	1.000000
16	34	1.000000
19	34	1.000000
20	34	1.000000
24	34	1.000000
25	34	1.000000
27	34	1.000000
31	34	1.000000
32	34	1.000000
33	34	1.000000
2	35	1.000000
3	35	1.000000
4	35	1.000000
5	35	1.000000
8	35	1.000000
9	35	1.000000
11	35	1.000000
13	35	1.000000
17	35	1.000000
19	35	1.000000
20	35	1.000000
22	35	1.000000
24	35	1.000000
25	35	1.000000
