100	2475
1	5	1.000000
2	5	1.000000
3	5	1.000000
3	6	1.000000
4	6	1.000000
5	6	1.000000
2	7	1.000000
5	7	1.000000
6	7	1.000000
1	8	1.000000
4	8	1.000000
5	8	1.000000
6	8	1.000000
1	9	1.000000
2	9	1.000000
8	9	1.000000
1	10	1.000000
2	10	1.000000
3	10	1.000000
5	10	1.000000
7	10	1.000000
9	10	1.000000
1	11	1.000000
2	11	1.000000
6	11	1.000000
8	11	1.000000
10	11	1.000000
2	12	1.000000
3	12	1.000000
5	12	1.000000
9	12	1.000000
4	13	1.000000
5	13	1.000000
6	13	1.000000
8	13	1.000000
9	13	1.000000
10	13	1.000000
11	13	1.000000
12	13	1.000000
2	14	1.000000
3	14	1.000000
5	14	1.000000
10	14	1.000000
11	14	1.000000
13	14	1.000000
1	15	1.000000
3	15	1.000000
5	15	1.000000
6	15	1.000000
10	15	1.000000
13	15	1.000000
14	15	1.000000
4	16	1.000000
7	16	1.000000
10	16	1.000000
13	16	1.000000
2	17	1.000000
3	17	1.000000
6	17	1.000000
7	17	1.000000
9	17	1.000000
10	17	1.000000
13	17	1.000000
15	17	1.000000
1	18	1.000000
2	18	1.000000
4	18	1.000000
5	18	1.000000
6	18	1.000000
8	18	1.000000
11	18	1.000000
17	18	1.000000
1	19	1.000000
3	19	1.000000
4	19	1.000000
8	19	1.000000
9	19	1.000000
10	19	1.000000
11	19	1.000000
12	19	1.000000
13	19	1.000000
17	19	1.000000
18	19	1.000000
2	20	1.000000
3	20	1.000000
4	20	1.000000
5	20	1.000000
7	20	1.000000
8	20	1.000000
9	20	1.000000
12	20	1.000000
15	20	1.000000
18	20	1.000000
19	20	1.000000
3	21	1.000000
4	21	1.000000
7	21	1.000000
14	21	1.000000
15	21	1.000000
17	21	1.000000
19	21	1.000000
1	22	1.000000
4	22	1.000000
8	22	1.000000
10	22	1.000000
11	22	1.000000
14	22	1.000000
16	22	1.000000
18	22	1.000000
1	23	1.000000
4	23	1.000000
6	23	1.000000
7	23	1.000000
9	23	1.000000
11	23	1.000000
12	23	1.000000
17	23	1.000000
18	23	1.000000
19	23	1.000000
20	23	1.000000
21	23	1.000000
22	23	1.000000
2	24	1.000000
3	24	1.000000
4	24	1.000000
6	24	1.000000
13	24	1.000000
14	24	1.000000
15	24	1.000000
17	24	1.000000
18	24	1.000000
22	24	1.000000
2	25	1.000000
5	25	1.000000
8	25	1.000000
9	25	1.000000
11	25	1.000000
12	25	1.000000
16	25	1.000000
18	25	1.000000
20	25	1.000000
23	25	1.000000
24	25	1.000000
3	26	1.000000
6	26	1.000000
9	26	1.000000
11	26	1.000000
13	26	1.000000
14	26	1.000000
18	26	1.000000
22	26	1.000000
23	26	1.000000
2	27	1.000000
3	27	1.000000
4	27	1.000000
7	27	1.000000
8	27	1.000000
11	27	1.000000
13	27	1.000000
16	27	1.000000
17	27	1.000000
18	27	1.000000
22	27	1.000000
25	27	1.000000
1	28	1.000000
2	28	1.000000
4	28	1.000000
5	28	1.000000
6	28	1.000000
9	28	1.000000
10	28	1.000000
12	28	1.000000
14	28	1.000000
15	28	1.000000
16	28	1.000000
18	28	1.000000
23	28	1.000000
25	28	1.000000
27	28	1.000000
1	29	1.000000
3	29	1.000000
5	29	1.000000
11	29	1.000000
13	29	1.000000
16	29	1.000000
18	29	1.000000
19	29	1.000000
20	29	1.000000
21	29	1.000000
22	29	1.000000
24	29	1.000000
26	29	1.000000
27	29	1.000000
28	29	1.000000
3	30	1.000000
4	30	1.000000
6	30	1.000000
7	30	1.000000
8	30	1.000000
9	30	1.000000
10	30	1.000000
12	30	1.000000
14	30	1.000000
18	30	1.000000
19	30	1.000000
21	30	1.000000
22	30	1.000000
24	30	1.000000
25	30	1.000000
27	30	1.000000
29	30	1.000000
1	31	1.000000
2	31	1.000000
3	31	1.000000
8	31	1.000000
9	31	1.000000
14	31	1.000000
15	31	1.000000
16	31	1.000000
17	31	1.000000
19	31	1.000000
20	31	1.000000
21	31	1.000000
22	31	1.000000
24	31	1.000000
25	31	1.000000
28	31	1.000000
30	31	1.000000
2	32	1.000000
5	32	1.000000
6	32	1.000000
10	32	1.000000
12	32	1.000000
17	32	1.000000
18	32	1.000000
19	32	1.000000
20	32	1.000000
26	32	1.000000
27	32	1.000000
28	32	1.000000
29	32	1.000000
1	33	1.000000
2	33	1.000000
4	33	1.000000
5	33	1.000000
10	33	1.000000
11	33	1.000000
12	33	1.000000
13	33	1.000000
14	33	1.000000
16	33	1.000000
20	33	1.000000
22	33	1.000000
24	33	1.000000
25	33	1.000000
27	33	1.000000
28	33	1.000000
31	33	1.000000
5	34	1.000000
6	34	1.000000
8	34	1.000000
9	34	1.000000
10	34	1.000000
11	34	1.000000
14	34	1.000000
17	34	1.000000
19	34	1.000000
22	34	1.000000
25	34	1.000000
26	34	1.000000
28	34	1.000000
30	34	1.000000
31	34	1.000000
33	34	1.000000
3	35	1.000000
11	35	1.000000
14	35	1.000000
17	35	1.000000
21	35	1.000000
22	35	1.000000
24	35	1.000000
26	35	1.000000
29	35	1.000000
30	35	1.000000
31	35	1.000000
33	35	1.000000
34	35	1.000000
1	36	1.000000
2	36	1.000000
3	36	1.000000
4	36	1.000000
8	36	1.000000
10	36	1.000000
13	36	1.000000
16	36	1.000000
18	36	1.000000
19	36	1.000000
21	36	1.000000
22	36	1.000000
23	36	1.000000
25	36	1.000000
26	36	1.000000
30	36	1.000000
31	36	1.000000
32	36	1.000000
33	36	1.000000
34	36	1.000000
2	37	1.000000
3	37	1.000000
5	37	1.000000
6	37	1.000000
8	37	1.000000
12	37	1.000000
15	37	1.000000
16	37	1.000000
17	37	1.000000
18	37	1.000000
20	37	1.000000
21	37	1.000000
22	37	1.000000
24	37	1.000000
26	37	1.000000
31	37	1.000000
32	37	1.000000
2	38	1.000000
3	38	1.000000
4	38	1.000000
7	38	1.000000
9	38	1.000000
10	38	1.000000
11	38	1.000000
13	38	1.000000
14	38	1.000000
15	38	1.000000
17	38	1.000000
21	38	1.000000
22	38	1.000000
23	38	1.000000
25	38	1.000000
26	38	1.000000
27	38	1.000000
29	38	1.000000
30	38	1.000000
34	38	1.000000
35	38	1.000000
37	38	1.000000
1	39	1.000000
4	39	1.000000
6	39	1.000000
7	39	1.000000
9	39	1.000000
10	39	1.000000
11	39	1.000000
12	39	1.000000
13	39	1.000000
14	39	1.000000
17	39	1.000000
20	39	1.000000
21	39	1.000000
22	39	1.000000
25	39	1.000000
29	39	1.000000
30	39	1.000000
31	39	1.000000
32	39	1.000000
34	39	1.000000
37	39	1.000000
38	39	1.000000
1	40	1.000000
2	40	1.000000
7	40	1.000000
9	40	1.000000
11	40	1.000000
12	40	1.000000
13	40	1.000000
14	40	1.000000
16	40	1.000000
18	40	1.000000
20	40	1.000000
21	40	1.000000
22	40	1.000000
23	40	1.000000
25	40	1.000000
27	40	1.000000
30	40	1.000000
34	40	1.000000
35	40	1.000000
36	40	1.000000
1	41	1.000000
2	41	1.000000
3	41	1.000000
4	41	1.000000
5	41	1.000000
7	41	1.000000
12	41	1.000000
13	41	1.000000
17	41	1.000000
18	41	1.000000
20	41	1.000000
23	41	1.000000
24	41	1.000000
27	41	1.000000
28	41	1.000000
30	41	1.000000
31	41	1.000000
33	41	1.000000
35	41	1.000000
36	41	1.000000
37	41	1.000000
38	41	1.000000
3	42	1.000000
4	42	1.000000
8	42	1.000000
15	42	1.000000
16	42	1.000000
17	42	1.000000
18	42	1.000000
19	42	1.000000
21	42	1.000000
23	42	1.000000
31	42	1.000000
34	42	1.000000
38	42	1.000000
39	42	1.000000
40	42	1.000000
41	42	1.000000
1	43	1.000000
2	43	1.000000
3	43	1.000000
4	43	1.000000
6	43	1.000000
7	43	1.000000
9	43	1.000000
10	43	1.000000
16	43	1.000000
18	43	1.000000
20	43	1.000000
22	43	1.000000
23	43	1.000000
25	43	1.000000
29	43	1.000000
30	43	1.000000
33	43	1.000000
35	43	1.000000
37	43	1.000000
38	43	1.000000
39	43	1.000000
42	43	1.000000
4	44	1.000000
9	44	1.000000
14	44	1.000000
15	44	1.000000
16	44	1.000000
22	44	1.000000
23	44	1.000000
26	44	1.000000
27	44	1.000000
28	44	1.000000
30	44	1.000000
32	44	1.000000
33	44	1.000000
35	44	1.000000
36	44	1.000000
37	44	1.000000
39	44	1.000000
40	44	1.000000
41	44	1.000000
43	44	1.000000
1	45	1.000000
2	45	1.000000
3	45	1.000000
5	45	1.000000
6	45	1.000000
10	45	1.000000
11	45	1.000000
13	45	1.000000
24	45	1.000000
26	45	1.000000
31	45	1.000000
34	45	1.000000
35	45	1.000000
37	45	1.000000
39	45	1.000000
41	45	1.000000
43	45	1.000000
1	46	1.000000
3	46	1.000000
4	46	1.000000
5	46	1.000000
6	46	1.000000
7	46	1.000000
8	46	1.000000
9	46	1.000000
10	46	1.000000
13	46	1.000000
15	46	1.000000
17	46	1.000000
20	46	1.000000
21	46	1.000000
24	46	1.000000
26	46	1.000000
27	46	1.000000
29	46	1.000000
34	46	1.000000
35	46	1.000000
36	46	1.000000
39	46	1.000000
40	46	1.000000
41	46	1.000000
44	46	1.000000
1	47	1.000000
7	47	1.000000
8	47	1.000000
9	47	1.000000
10	47	1.000000
11	47	1.000000
14	47	1.000000
16	47	1.000000
19	47	1.000000
20	47	1.000000
21	47	1.000000
24	47	1.000000
25	47	1.000000
26	47	1.000000
27	47	1.000000
29	47	1.000000
30	47	1.000000
33	47	1.000000
34	47	1.000000
35	47	1.000000
36	47	1.000000
37	47	1.000000
39	47	1.000000
42	47	1.000000
43	47	1.000000
44	47	1.000000
45	47	1.000000
4	48	1.000000
5	48	1.000000
6	48	1.000000
8	48	1.000000
9	48	1.000000
10	48	1.000000
13	48	1.000000
14	48	1.000000
16	48	1.000000
17	48	1.000000
18	48	1.000000
19	48	1.000000
22	48	1.000000
23	48	1.000000
25	48	1.000000
27	48	1.000000
29	48	1.000000
30	48	1.000000
36	48	1.000000
37	48	1.000000
38	48	1.000000
40	48	1.000000
43	48	1.000000
45	48	1.000000
46	48	1.000000
2	49	1.000000
4	49	1.000000
7	49	1.000000
8	49	1.000000
9	49	1.000000
11	49	1.000000
12	49	1.000000
13	49	1.000000
14	49	1.000000
15	49	1.000000
16	49	1.000000
17	49	1.000000
18	49	1.000000
20	49	1.000000
21	49	1.000000
24	49	1.000000
25	49	1.000000
27	49	1.000000
28	49	1.000000
30	49	1.000000
31	49	1.000000
35	49	1.000000
37	49	1.000000
41	49	1.000000
42	49	1.000000
43	49	1.000000
44	49	1.000000
47	49	1.000000
48	49	1.000000
1	50	1.000000
4	50	1.000000
5	50	1.000000
9	50	1.000000
10	50	1.000000
11	50	1.000000
13	50	1.000000
15	50	1.000000
17	50	1.000000
19	50	1.000000
21	50	1.000000
24	50	1.000000
26	50	1.000000
28	50	1.000000
29	50	1.000000
30	50	1.000000
31	50	1.000000
32	50	1.000000
34	50	1.000000
35	50	1.000000
40	50	1.000000
42	50	1.000000
44	50	1.000000
46	50	1.000000
47	50	1.000000
49	50	1.000000
1	51	1.000000
3	51	1.000000
5	51	1.000000
7	51	1.000000
8	51	1.000000
10	51	1.000000
11	51	1.000000
13	51	1.000000
14	51	1.000000
16	51	1.000000
17	51	1.000000
23	51	1.000000
26	51	1.000000
27	51	1.000000
28	51	1.000000
30	51	1.000000
32	51	1.000000
33	51	1.000000
34	51	1.000000
37	51	1.000000
39	51	1.000000
41	51	1.000000
43	51	1.000000
45	51	1.000000
46	51	1.000000
47	51	1.000000
49	51	1.000000
50	51	1.000000
5	52	1.000000
7	52	1.000000
9	52	1.000000
11	52	1.000000
15	52	1.000000
16	52	1.000000
18	52	1.000000
19	52	1.000000
22	52	1.000000
28	52	1.000000
30	52	1.000000
32	52	1.000000
33	52	1.000000
35	52	1.000000
36	52	1.000000
37	52	1.000000
38	52	1.000000
39	52	1.000000
40	52	1.000000
45	52	1.000000
48	52	1.000000
50	52	1.000000
51	52	1.000000
1	53	1.000000
3	53	1.000000
5	53	1.000000
6	53	1.000000
8	53	1.000000
9	53	1.000000
11	53	1.000000
12	53	1.000000
14	53	1.000000
15	53	1.000000
16	53	1.000000
20	53	1.000000
21	53	1.000000
23	53	1.000000
27	53	1.000000
28	53	1.000000
29	53	1.000000
31	53	1.000000
35	53	1.000000
36	53	1.000000
40	53	1.000000
42	53	1.000000
45	53	1.000000
46	53	1.000000
48	53	1.000000
50	53	1.000000
51	53	1.000000
1	54	1.000000
2	54	1.000000
3	54	1.000000
6	54	1.000000
7	54	1.000000
8	54	1.000000
9	54	1.000000
11	54	1.000000
12	54	1.000000
13	54	1.000000
14	54	1.000000
20	54	1.000000
21	54	1.000000
22	54	1.000000
24	54	1.000000
25	54	1.000000
28	54	1.000000
29	54	1.000000
31	54	1.000000
34	54	1.000000
36	54	1.000000
41	54	1.000000
42	54	1.000000
46	54	1.000000
47	54	1.000000
51	54	1.000000
53	54	1.000000
1	55	1.000000
3	55	1.000000
5	55	1.000000
6	55	1.000000
8	55	1.000000
9	55	1.000000
10	55	1.000000
11	55	1.000000
12	55	1.000000
14	55	1.000000
17	55	1.000000
18	55	1.000000
20	55	1.000000
22	55	1.000000
24	55	1.000000
25	55	1.000000
27	55	1.000000
29	55	1.000000
31	55	1.000000
34	55	1.000000
36	55	1.000000
39	55	1.000000
40	55	1.000000
43	55	1.000000
46	55	1.000000
48	55	1.000000
50	55	1.000000
51	55	1.000000
52	55	1.000000
53	55	1.000000
4	56	1.000000
8	56	1.000000
10	56	1.000000
13	56	1.000000
14	56	1.000000
16	56	1.000000
18	56	1.000000
20	56	1.000000
23	56	1.000000
24	56	1.000000
26	56	1.000000
27	56	1.000000
28	56	1.000000
29	56	1.000000
30	56	1.000000
34	56	1.000000
37	56	1.000000
38	56	1.000000
39	56	1.000000
40	56	1.000000
42	56	1.000000
43	56	1.000000
44	56	1.000000
47	56	1.000000
48	56	1.000000
51	56	1.000000
55	56	1.000000
2	57	1.000000
4	57	1.000000
5	57	1.000000
9	57	1.000000
11	57	1.000000
13	57	1.000000
15	57	1.000000
21	57	1.000000
22	57	1.000000
23	57	1.000000
26	57	1.000000
28	57	1.000000
30	57	1.000000
34	57	1.000000
36	57	1.000000
38	57	1.000000
40	57	1.000000
41	57	1.000000
43	57	1.000000
50	57	1.000000
54	57	1.000000
10	58	1.000000
11	58	1.000000
12	58	1.000000
13	58	1.000000
14	58	1.000000
15	58	1.000000
16	58	1.000000
17	58	1.000000
18	58	1.000000
22	58	1.000000
24	58	1.000000
26	58	1.000000
29	58	1.000000
31	58	1.000000
32	58	1.000000
33	58	1.000000
34	58	1.000000
36	58	1.000000
37	58	1.000000
39	58	1.000000
43	58	1.000000
46	58	1.000000
49	58	1.000000
50	58	1.000000
54	58	1.000000
57	58	1.000000
1	59	1.000000
5	59	1.000000
8	59	1.000000
11	59	1.000000
13	59	1.000000
14	59	1.000000
16	59	1.000000
17	59	1.000000
23	59	1.000000
25	59	1.000000
28	59	1.000000
30	59	1.000000
31	59	1.000000
34	59	1.000000
35	59	1.000000
36	59	1.000000
37	59	1.000000
38	59	1.000000
39	59	1.000000
41	59	1.000000
43	59	1.000000
47	59	1.000000
49	59	1.000000
50	59	1.000000
53	59	1.000000
57	59	1.000000
1	60	1.000000
3	60	1.000000
4	60	1.000000
7	60	1.000000
8	60	1.000000
10	60	1.000000
11	60	1.000000
12	60	1.000000
13	60	1.000000
14	60	1.000000
16	60	1.000000
19	60	1.000000
20	60	1.000000
21	60	1.000000
22	60	1.000000
24	60	1.000000
25	60	1.000000
28	60	1.000000
29	60	1.000000
30	60	1.000000
31	60	1.000000
38	60	1.000000
39	60	1.000000
40	60	1.000000
42	60	1.000000
44	60	1.000000
45	60	1.000000
46	60	1.000000
53	60	1.000000
54	60	1.000000
57	60	1.000000
58	60	1.000000
59	60	1.000000
2	61	1.000000
3	61	1.000000
9	61	1.000000
12	61	1.000000
15	61	1.000000
16	61	1.000000
17	61	1.000000
19	61	1.000000
20	61	1.000000
24	61	1.000000
25	61	1.000000
26	61	1.000000
27	61	1.000000
32	61	1.000000
33	61	1.000000
34	61	1.000000
37	61	1.000000
41	61	1.000000
42	61	1.000000
43	61	1.000000
45	61	1.000000
48	61	1.000000
51	61	1.000000
53	61	1.000000
57	61	1.000000
58	61	1.000000
59	61	1.000000
1	62	1.000000
3	62	1.000000
5	62	1.000000
7	62	1.000000
9	62	1.000000
13	62	1.000000
15	62	1.000000
16	62	1.000000
17	62	1.000000
18	62	1.000000
20	62	1.000000
23	62	1.000000
26	62	1.000000
27	62	1.000000
31	62	1.000000
33	62	1.000000
35	62	1.000000
36	62	1.000000
39	62	1.000000
41	62	1.000000
43	62	1.000000
44	62	1.000000
48	62	1.000000
49	62	1.000000
51	62	1.000000
54	62	1.000000
56	62	1.000000
57	62	1.000000
58	62	1.000000
61	62	1.000000
1	63	1.000000
2	63	1.000000
4	63	1.000000
5	63	1.000000
8	63	1.000000
14	63	1.000000
15	63	1.000000
17	63	1.000000
18	63	1.000000
21	63	1.000000
26	63	1.000000
29	63	1.000000
34	63	1.000000
36	63	1.000000
37	63	1.000000
38	63	1.000000
44	63	1.000000
45	63	1.000000
48	63	1.000000
50	63	1.000000
53	63	1.000000
54	63	1.000000
56	63	1.000000
57	63	1.000000
58	63	1.000000
59	63	1.000000
62	63	1.000000
1	64	1.000000
5	64	1.000000
6	64	1.000000
7	64	1.000000
12	64	1.000000
13	64	1.000000
16	64	1.000000
17	64	1.000000
18	64	1.000000
19	64	1.000000
21	64	1.000000
23	64	1.000000
25	64	1.000000
27	64	1.000000
28	64	1.000000
30	64	1.000000
31	64	1.000000
35	64	1.000000
36	64	1.000000
38	64	1.000000
41	64	1.000000
42	64	1.000000
43	64	1.000000
44	64	1.000000
45	64	1.000000
46	64	1.000000
47	64	1.000000
48	64	1.000000
51	64	1.000000
53	64	1.000000
54	64	1.000000
56	64	1.000000
57	64	1.000000
58	64	1.000000
59	64	1.000000
60	64	1.000000
62	64	1.000000
2	65	1.000000
3	65	1.000000
4	65	1.000000
5	65	1.000000
6	65	1.000000
7	65	1.000000
8	65	1.000000
14	65	1.000000
15	65	1.000000
20	65	1.000000
21	65	1.000000
22	65	1.000000
23	65	1.000000
26	65	1.000000
28	65	1.000000
29	65	1.000000
31	65	1.000000
33	65	1.000000
34	65	1.000000
38	65	1.000000
39	65	1.000000
40	65	1.000000
41	65	1.000000
42	65	1.000000
44	65	1.000000
45	65	1.000000
47	65	1.000000
48	65	1.000000
50	65	1.000000
52	65	1.000000
54	65	1.000000
56	65	1.000000
59	65	1.000000
61	65	1.000000
63	65	1.000000
64	65	1.000000
2	66	1.000000
4	66	1.000000
6	66	1.000000
7	66	1.000000
8	66	1.000000
9	66	1.000000
10	66	1.000000
11	66	1.000000
17	66	1.000000
19	66	1.000000
21	66	1.000000
22	66	1.000000
23	66	1.000000
24	66	1.000000
26	66	1.000000
27	66	1.000000
28	66	1.000000
29	66	1.000000
33	66	1.000000
34	66	1.000000
42	66	1.000000
43	66	1.000000
45	66	1.000000
46	66	1.000000
50	66	1.000000
52	66	1.000000
55	66	1.000000
61	66	1.000000
62	66	1.000000
63	66	1.000000
65	66	1.000000
2	67	1.000000
3	67	1.000000
5	67	1.000000
6	67	1.000000
9	67	1.000000
12	67	1.000000
13	67	1.000000
14	67	1.000000
15	67	1.000000
17	67	1.000000
19	67	1.000000
21	67	1.000000
22	67	1.000000
23	67	1.000000
24	67	1.000000
27	67	1.000000
28	67	1.000000
29	67	1.000000
30	67	1.000000
33	67	1.000000
34	67	1.000000
36	67	1.000000
37	67	1.000000
38	67	1.000000
40	67	1.000000
41	67	1.000000
43	67	1.000000
44	67	1.000000
45	67	1.000000
46	67	1.000000
47	67	1.000000
48	67	1.000000
49	67	1.000000
52	67	1.000000
53	67	1.000000
55	67	1.000000
60	67	1.000000
61	67	1.000000
62	67	1.000000
63	67	1.000000
64	67	1.000000
66	67	1.000000
3	68	1.000000
4	68	1.000000
5	68	1.000000
7	68	1.000000
8	68	1.000000
9	68	1.000000
10	68	1.000000
11	68	1.000000
13	68	1.000000
14	68	1.000000
16	68	1.000000
20	68	1.000000
24	68	1.000000
25	68	1.000000
27	68	1.000000
28	68	1.000000
29	68	1.000000
30	68	1.000000
31	68	1.000000
35	68	1.000000
36	68	1.000000
38	68	1.000000
40	68	1.000000
42	68	1.000000
43	68	1.000000
45	68	1.000000
48	68	1.000000
