70	1208
2	3	1
1	4	1
2	4	1
1	5	1
2	5	1
3	5	1
4	5	1
1	6	1
2	6	1
3	6	1
5	7	1
1	8	1
5	8	1
1	9	1
2	9	1
3	9	1
6	9	1
7	9	1
2	10	1
4	10	1
7	10	1
8	10	1
1	11	1
2	11	1
3	11	1
4	11	1
7	11	1
10	11	1
2	12	1
7	12	1
9	12	1
2	13	1
3	13	1
4	13	1
5	13	1
7	13	1
9	13	1
10	13	1
11	13	1
1	14	1
10	14	1
1	15	1
2	15	1
3	15	1
4	15	1
7	15	1
10	15	1
12	15	1
1	16	1
2	16	1
3	16	1
4	16	1
5	16	1
6	16	1
7	16	1
8	16	1
9	16	1
13	16	1
15	16	1
1	17	1
2	17	1
3	17	1
5	17	1
9	17	1
12	17	1
13	17	1
14	17	1
15	17	1
2	18	1
5	18	1
8	18	1
10	18	1
11	18	1
14	18	1
15	18	1
16	18	1
17	18	1
2	19	1
10	19	1
12	19	1
13	19	1
18	19	1
1	20	1
2	20	1
3	20	1
5	20	1
6	20	1
8	20	1
9	20	1
12	20	1
14	20	1
17	20	1
18	20	1
19	20	1
3	21	1
4	21	1
5	21	1
8	21	1
9	21	1
10	21	1
11	21	1
12	21	1
13	21	1
14	21	1
15	21	1
17	21	1
18	21	1
3	22	1
5	22	1
6	22	1
7	22	1
10	22	1
11	22	1
14	22	1
15	22	1
16	22	1
17	22	1
18	22	1
21	22	1
1	23	1
2	23	1
3	23	1
4	23	1
5	23	1
7	23	1
9	23	1
11	23	1
13	23	1
15	23	1
17	23	1
18	23	1
21	23	1
22	23	1
2	24	1
3	24	1
4	24	1
5	24	1
7	24	1
8	24	1
14	24	1
15	24	1
16	24	1
17	24	1
19	24	1
22	24	1
23	24	1
1	25	1
2	25	1
4	25	1
8	25	1
9	25	1
10	25	1
11	25	1
13	25	1
18	25	1
20	25	1
21	25	1
1	26	1
4	26	1
5	26	1
6	26	1
8	26	1
11	26	1
12	26	1
14	26	1
15	26	1
16	26	1
18	26	1
21	26	1
22	26	1
23	26	1
25	26	1
1	27	1
2	27	1
4	27	1
5	27	1
7	27	1
8	27	1
9	27	1
11	27	1
14	27	1
16	27	1
18	27	1
19	27	1
22	27	1
23	27	1
24	27	1
25	27	1
1	28	1
2	28	1
3	28	1
7	28	1
14	28	1
18	28	1
19	28	1
21	28	1
23	28	1
24	28	1
26	28	1
1	29	1
2	29	1
3	29	1
4	29	1
7	29	1
10	29	1
11	29	1
12	29	1
14	29	1
16	29	1
22	29	1
24	29	1
25	29	1
28	29	1
1	30	1
5	30	1
8	30	1
9	30	1
12	30	1
13	30	1
14	30	1
16	30	1
17	30	1
19	30	1
20	30	1
