100	2475
2	3	1.000000
1	4	1.000000
2	4	1.000000
3	4	1.000000
4	5	1.000000
1	6	1.000000
2	6	1.000000
3	6	1.000000
4	6	1.000000
5	6	1.000000
1	7	1.000000
2	7	1.000000
3	7	1.000000
4	7	1.000000
5	7	1.000000
1	8	1.000000
4	8	1.000000
5	8	1.000000
6	8	1.000000
7	8	1.000000
1	9	1.000000
2	9	1.000000
3	9	1.000000
5	9	1.000000
8	9	1.000000
2	10	1.000000
4	10	1.000000
5	10	1.000000
6	10	1.000000
8	10	1.000000
9	10	1.000000
2	11	1.000000
3	11	1.000000
4	11	1.000000
5	11	1.000000
7	11	1.000000
1	12	1.000000
3	12	1.000000
7	12	1.000000
8	12	1.000000
9	12	1.000000
10	12	1.000000
1	13	1.000000
2	13	1.000000
3	13	1.000000
4	13	1.000000
5	13	1.000000
7	13	1.000000
8	13	1.000000
10	13	1.000000
12	13	1.000000
1	14	1.000000
2	14	1.000000
3	14	1.000000
7	14	1.000000
8	14	1.000000
9	14	1.000000
11	14	1.000000
12	14	1.000000
2	15	1.000000
5	15	1.000000
6	15	1.000000
8	15	1.000000
9	15	1.000000
10	15	1.000000
12	15	1.000000
13	15	1.000000
14	15	1.000000
3	16	1.000000
4	16	1.000000
5	16	1.000000
6	16	1.000000
7	16	1.000000
8	16	1.000000
9	16	1.000000
11	16	1.000000
12	16	1.000000
13	16	1.000000
1	17	1.000000
2	17	1.000000
3	17	1.000000
6	17	1.000000
7	17	1.000000
8	17	1.000000
10	17	1.000000
12	17	1.000000
15	17	1.000000
2	18	1.000000
5	18	1.000000
6	18	1.000000
7	18	1.000000
9	18	1.000000
10	18	1.000000
15	18	1.000000
16	18	1.000000
17	18	1.000000
2	19	1.000000
7	19	1.000000
11	19	1.000000
13	19	1.000000
17	19	1.000000
2	20	1.000000
3	20	1.000000
4	20	1.000000
5	20	1.000000
9	20	1.000000
11	20	1.000000
12	20	1.000000
13	20	1.000000
17	20	1.000000
18	20	1.000000
19	20	1.000000
2	21	1.000000
6	21	1.000000
10	21	1.000000
12	21	1.000000
13	21	1.000000
15	21	1.000000
16	21	1.000000
17	21	1.000000
18	21	1.000000
19	21	1.000000
1	22	1.000000
2	22	1.000000
3	22	1.000000
4	22	1.000000
6	22	1.000000
8	22	1.000000
9	22	1.000000
11	22	1.000000
14	22	1.000000
16	22	1.000000
17	22	1.000000
18	22	1.000000
19	22	1.000000
20	22	1.000000
1	23	1.000000
2	23	1.000000
3	23	1.000000
6	23	1.000000
8	23	1.000000
13	23	1.000000
15	23	1.000000
17	23	1.000000
18	23	1.000000
22	23	1.000000
2	24	1.000000
5	24	1.000000
6	24	1.000000
8	24	1.000000
9	24	1.000000
10	24	1.000000
12	24	1.000000
13	24	1.000000
15	24	1.000000
16	24	1.000000
17	24	1.000000
19	24	1.000000
20	24	1.000000
23	24	1.000000
1	25	1.000000
2	25	1.000000
3	25	1.000000
6	25	1.000000
9	25	1.000000
10	25	1.000000
13	25	1.000000
17	25	1.000000
18	25	1.000000
23	25	1.000000
24	25	1.000000
1	26	1.000000
7	26	1.000000
9	26	1.000000
13	26	1.000000
17	26	1.000000
18	26	1.000000
19	26	1.000000
20	26	1.000000
22	26	1.000000
24	26	1.000000
25	26	1.000000
2	27	1.000000
6	27	1.000000
7	27	1.000000
9	27	1.000000
13	27	1.000000
14	27	1.000000
15	27	1.000000
17	27	1.000000
18	27	1.000000
26	27	1.000000
1	28	1.000000
2	28	1.000000
4	28	1.000000
5	28	1.000000
13	28	1.000000
14	28	1.000000
16	28	1.000000
17	28	1.000000
18	28	1.000000
19	28	1.000000
23	28	1.000000
24	28	1.000000
1	29	1.000000
2	29	1.000000
5	29	1.000000
7	29	1.000000
8	29	1.000000
9	29	1.000000
14	29	1.000000
18	29	1.000000
19	29	1.000000
22	29	1.000000
23	29	1.000000
2	30	1.000000
4	30	1.000000
5	30	1.000000
6	30	1.000000
7	30	1.000000
8	30	1.000000
12	30	1.000000
14	30	1.000000
17	30	1.000000
18	30	1.000000
19	30	1.000000
20	30	1.000000
27	30	1.000000
28	30	1.000000
1	31	1.000000
5	31	1.000000
7	31	1.000000
8	31	1.000000
11	31	1.000000
13	31	1.000000
14	31	1.000000
15	31	1.000000
18	31	1.000000
19	31	1.000000
20	31	1.000000
24	31	1.000000
25	31	1.000000
26	31	1.000000
27	31	1.000000
28	31	1.000000
30	31	1.000000
1	32	1.000000
2	32	1.000000
3	32	1.000000
4	32	1.000000
5	32	1.000000
9	32	1.000000
12	32	1.000000
13	32	1.000000
15	32	1.000000
16	32	1.000000
17	32	1.000000
20	32	1.000000
23	32	1.000000
26	32	1.000000
27	32	1.000000
2	33	1.000000
3	33	1.000000
9	33	1.000000
12	33	1.000000
14	33	1.000000
15	33	1.000000
16	33	1.000000
17	33	1.000000
21	33	1.000000
22	33	1.000000
24	33	1.000000
25	33	1.000000
27	33	1.000000
29	33	1.000000
31	33	1.000000
6	34	1.000000
9	34	1.000000
12	34	1.000000
13	34	1.000000
14	34	1.000000
15	34	1.000000
16	34	1.000000
18	34	1.000000
19	34	1.000000
21	34	1.000000
23	34	1.000000
25	34	1.000000
27	34	1.000000
1	35	1.000000
3	35	1.000000
4	35	1.000000
7	35	1.000000
8	35	1.000000
9	35	1.000000
10	35	1.000000
11	35	1.000000
14	35	1.000000
15	35	1.000000
19	35	1.000000
21	35	1.000000
22	35	1.000000
24	35	1.000000
27	35	1.000000
28	35	1.000000
30	35	1.000000
31	35	1.000000
33	35	1.000000
34	35	1.000000
2	36	1.000000
3	36	1.000000
5	36	1.000000
6	36	1.000000
7	36	1.000000
8	36	1.000000
10	36	1.000000
12	36	1.000000
14	36	1.000000
15	36	1.000000
17	36	1.000000
20	36	1.000000
21	36	1.000000
22	36	1.000000
23	36	1.000000
24	36	1.000000
25	36	1.000000
26	36	1.000000
27	36	1.000000
30	36	1.000000
31	36	1.000000
34	36	1.000000
2	37	1.000000
3	37	1.000000
6	37	1.000000
8	37	1.000000
9	37	1.000000
10	37	1.000000
12	37	1.000000
16	37	1.000000
18	37	1.000000
19	37	1.000000
20	37	1.000000
21	37	1.000000
25	37	1.000000
26	37	1.000000
28	37	1.000000
32	37	1.000000
35	37	1.000000
2	38	1.000000
5	38	1.000000
6	38	1.000000
10	38	1.000000
12	38	1.000000
13	38	1.000000
14	38	1.000000
16	38	1.000000
18	38	1.000000
22	38	1.000000
25	38	1.000000
29	38	1.000000
30	38	1.000000
31	38	1.000000
32	38	1.000000
1	39	1.000000
2	39	1.000000
6	39	1.000000
7	39	1.000000
9	39	1.000000
10	39	1.000000
12	39	1.000000
15	39	1.000000
17	39	1.000000
20	39	1.000000
22	39	1.000000
24	39	1.000000
26	39	1.000000
28	39	1.000000
30	39	1.000000
32	39	1.000000
34	39	1.000000
2	40	1.000000
3	40	1.000000
4	40	1.000000
5	40	1.000000
6	40	1.000000
9	40	1.000000
10	40	1.000000
12	40	1.000000
14	40	1.000000
16	40	1.000000
17	40	1.000000
20	40	1.000000
21	40	1.000000
22	40	1.000000
25	40	1.000000
29	40	1.000000
32	40	1.000000
34	40	1.000000
36	40	1.000000
6	41	1.000000
7	41	1.000000
8	41	1.000000
11	41	1.000000
15	41	1.000000
16	41	1.000000
17	41	1.000000
18	41	1.000000
21	41	1.000000
24	41	1.000000
26	41	1.000000
28	41	1.000000
32	41	1.000000
34	41	1.000000
35	41	1.000000
36	41	1.000000
37	41	1.000000
1	42	1.000000
3	42	1.000000
8	42	1.000000
9	42	1.000000
14	42	1.000000
