70	1208
2	3	1
2	4	1
2	5	1
3	5	1
1	6	1
2	6	1
3	6	1
4	6	1
1	7	1
3	7	1
4	7	1
1	8	1
2	8	1
3	8	1
5	8	1
7	8	1
1	9	1
3	9	1
4	9	1
5	9	1
8	9	1
4	10	1
5	10	1
6	10	1
8	10	1
3	11	1
4	11	1
5	11	1
6	11	1
9	11	1
3	13	1
4	13	1
5	13	1
8	13	1
12	13	1
4	14	1
11	14	1
12	14	1
4	15	1
6	15	1
8	15	1
10	15	1
12	15	1
1	16	1
4	16	1
5	16	1
8	16	1
9	16	1
10	16	1
13	16	1
15	16	1
3	17	1
4	17	1
7	17	1
8	17	1
9	17	1
11	17	1
14	17	1
1	18	1
4	18	1
6	18	1
10	18	1
11	18	1
12	18	1
13	18	1
14	18	1
15	18	1
17	18	1
2	19	1
4	19	1
6	19	1
8	19	1
10	19	1
11	19	1
12	19	1
13	19	1
15	19	1
1	20	1
3	20	1
4	20	1
6	20	1
7	20	1
8	20	1
11	20	1
13	20	1
16	20	1
5	21	1
7	21	1
8	21	1
9	21	1
10	21	1
13	21	1
14	21	1
15	21	1
2	22	1
3	22	1
5	22	1
7	22	1
10	22	1
13	22	1
15	22	1
16	22	1
17	22	1
18	22	1
19	22	1
1	23	1
2	23	1
4	23	1
7	23	1
10	23	1
12	23	1
13	23	1
14	23	1
15	23	1
16	23	1
17	23	1
19	23	1
1	24	1
3	24	1
4	24	1
6	24	1
7	24	1
8	24	1
10	24	1
14	24	1
18	24	1
19	24	1
20	24	1
2	25	1
5	25	1
6	25	1
10	25	1
12	25	1
14	25	1
15	25	1
16	25	1
17	25	1
20	25	1
23	25	1
2	26	1
4	26	1
5	26	1
7	26	1
8	26	1
10	26	1
11	26	1
15	26	1
17	26	1
20	26	1
21	26	1
25	26	1
1	27	1
4	27	1
5	27	1
6	27	1
9	27	1
10	27	1
11	27	1
12	27	1
14	27	1
20	27	1
21	27	1
22	27	1
23	27	1
3	28	1
4	28	1
5	28	1
6	28	1
8	28	1
9	28	1
10	28	1
12	28	1
13	28	1
18	28	1
19	28	1
21	28	1
22	28	1
23	28	1
24	28	1
26	28	1
1	29	1
6	29	1
9	29	1
12	29	1
14	29	1
15	29	1
18	29	1
19	29	1
20	29	1
23	29	1
26	29	1
27	29	1
28	29	1
3	30	1
5	30	1
8	30	1
10	30	1
11	30	1
13	30	1
14	30	1
15	30	1
20	30	1
21	30	1
26	30	1
27	30	1
29	30	1
2	31	1
4	31	1
5	31	1
7	31	1
9	31	1
10	31	1
11	31	1
16	31	1
17	31	1
18	31	1
20	31	1
21	31	1
22	31	1
24	31	1
25	31	1
28	31	1
30	31	1
2	32	1
3	32	1
4	32	1
6	32	1
7	32	1
8	32	1
9	32	1
10	32	1
13	32	1
15	32	1
16	32	1
17	32	1
21	32	1
23	32	1
24	32	1
27	32	1
28	32	1
31	32	1
5	33	1
6	33	1
7	33	1
10	33	1
13	33	1
14	33	1
17	33	1
20	33	1
23	33	1
26	33	1
28	33	1
29	33	1
32	33	1
1	34	1
7	34	1
8	34	1
12	34	1
13	34	1
15	34	1
17	34	1
19	34	1
21	34	1
22	34	1
23	34	1
24	34	1
29	34	1
31	34	1
32	34	1
1	35	1
2	35	1
3	35	1
4	35	1
5	35	1
6	35	1
10	35	1
13	35	1
15	35	1
16	35	1
18	35	1
19	35	1
22	35	1
25	35	1
26	35	1
27	35	1
28	35	1
29	35	1
30	35	1
31	35	1
32	35	1
34	35	1
1	36	1
2	36	1
3	36	1
7	36	1
8	36	1
9	36	1
10	36	1
11	36	1
12	36	1
14	36	1
17	36	1
18	36	1
24	36	1
25	36	1
27	36	1
28	36	1
29	36	1
30	36	1
31	36	1
32	36	1
33	36	1
1	37	1
2	37	1
3	37	1
8	37	1
12	37	1
14	37	1
17	37	1
18	37	1
20	37	1
22	37	1
23	37	1
24	37	1
26	37	1
30	37	1
32	37	1
33	37	1
1	38	1
2	38	1
3	38	1
4	38	1
6	38	1
8	38	1
9	38	1
10	38	1
13	38	1
17	38	1
18	38	1
19	38	1
20	38	1
21	38	1
26	38	1
27	38	1
28	38	1
29	38	1
30	38	1
31	38	1
34	38	1
35	38	1
36	38	1
37	38	1
1	39	1
3	39	1
4	39	1
5	39	1
6	39	1
7	39	1
9	39	1
11	39	1
19	39	1
22	39	1
25	39	1
26	39	1
27	39	1
28	39	1
31	39	1
33	39	1
35	39	1
38	39	1
2	40	1
3	40	1
7	40	1
9	40	1
11	40	1
12	40	1
13	40	1
15	40	1
18	40	1
20	40	1
21	40	1
24	40	1
25	40	1
27	40	1
28	40	1
32	40	1
33	40	1
34	40	1
35	40	1
36	40	1
37	40	1
38	40	1
39	40	1
2	41	1
3	41	1
4	41	1
6	41	1
7	41	1
8	41	1
9	41	1
15	41	1
16	41	1
17	41	1
19	41	1
22	41	1
25	41	1
29	41	1
30	41	1
31	41	1
32	41	1
33	41	1
34	41	1
36	41	1
39	41	1
40	41	1
1	42	1
2	42	1
6	42	1
7	42	1
8	42	1
9	42	1
10	42	1
14	42	1
16	42	1
17	42	1
18	42	1
22	42	1
28	42	1
29	42	1
30	42	1
33	42	1
35	42	1
38	42	1
41	42	1
1	43	1
3	43	1
4	43	1
7	43	1
8	43	1
11	43	1
12	43	1
14	43	1
15	43	1
17	43	1
20	43	1
23	43	1
24	43	1
25	43	1
26	43	1
28	43	1
29	43	1
31	43	1
32	43	1
35	43	1
37	43	1
38	43	1
39	43	1
41	43	1
42	43	1
1	44	1
2	44	1
3	44	1
4	44	1
5	44	1
11	44	1
13	44	1
17	44	1
20	44	1
24	44	1
27	44	1
28	44	1
31	44	1
34	44	1
37	44	1
38	44	1
39	44	1
43	44	1
2	45	1
5	45	1
8	45	1
9	45	1
15	45	1
16	45	1
18	45	1
19	45	1
21	45	1
22	45	1
23	45	1
24	45	1
25	45	1
26	45	1
28	45	1
29	45	1
32	45	1
33	45	1
34	45	1
35	45	1
36	45	1
37	45	1
38	45	1
40	45	1
41	45	1
42	45	1
43	45	1
2	46	1
3	46	1
5	46	1
6	46	1
7	46	1
10	46	1
11	46	1
15	46	1
16	46	1
17	46	1
18	46	1
19	46	1
22	46	1
23	46	1
26	46	1
27	46	1
28	46	1
29	46	1
31	46	1
32	46	1
34	46	1
36	46	1
38	46	1
44	46	1
1	47	1
3	47	1
4	47	1
5	47	1
6	47	1
8	47	1
11	47	1
13	47	1
15	47	1
17	47	1
21	47	1
22	47	1
23	47	1
26	47	1
27	47	1
32	47	1
34	47	1
35	47	1
37	47	1
41	47	1
43	47	1
44	47	1
45	47	1
46	47	1
2	48	1
4	48	1
7	48	1
8	48	1
9	48	1
10	48	1
11	48	1
13	48	1
15	48	1
16	48	1
18	48	1
19	48	1
20	48	1
21	48	1
22	48	1
23	48	1
25	48	1
27	48	1
29	48	1
31	48	1
33	48	1
34	48	1
35	48	1
36	48	1
37	48	1
38	48	1
39	48	1
40	48	1
42	48	1
46	48	1
47	48	1
1	49	1
2	49	1
3	49	1
6	49	1
7	49	1
10	49	1
11	49	1
18	49	1
19	49	1
20	49	1
21	49	1
22	49	1
26	49	1
27	49	1
29	49	1
30	49	1
31	49	1
33	49	1
34	49	1
35	49	1
36	49	1
37	49	1
39	49	1
42	49	1
43	49	1
45	49	1
46	49	1
1	50	1
3	50	1
5	50	1
6	50	1
9	50	1
12	50	1
13	50	1
15	50	1
17	50	1
18	50	1
19	50	1
22	50	1
27	50	1
32	50	1
33	50	1
35	50	1
36	50	1
37	50	1
38	50	1
41	50	1
42	50	1
43	50	1
44	50	1
45	50	1
46	50	1
47	50	1
49	50	1
1	51	1
6	51	1
8	51	1
9	51	1
10	51	1
12	51	1
13	51	1
14	51	1
17	51	1
23	51	1
24	51	1
27	51	1
28	51	1
30	51	1
32	51	1
33	51	1
37	51	1
38	51	1
42	51	1
43	51	1
46	51	1
49	51	1
2	52	1
6	52	1
7	52	1
9	52	1
13	52	1
14	52	1
15	52	1
18	52	1
22	52	1
23	52	1
24	52	1
31	52	1
33	52	1
38	52	1
42	52	1
45	52	1
46	52	1
47	52	1
51	52	1
3	53	1
4	53	1
5	53	1
7	53	1
10	53	1
11	53	1
12	53	1
19	53	1
20	53	1
21	53	1
28	53	1
29	53	1
33	53	1
34	53	1
36	53	1
37	53	1
40	53	1
41	53	1
43	53	1
44	53	1
45	53	1
47	53	1
49	53	1
50	53	1
51	53	1
1	54	1
3	54	1
5	54	1
6	54	1
7	54	1
11	54	1
12	54	1
16	54	1
17	54	1
18	54	1
19	54	1
25	54	1
26	54	1
33	54	1
36	54	1
37	54	1
39	54	1
40	54	1
45	54	1
47	54	1
48	54	1
49	54	1
50	54	1
51	54	1
5	55	1
6	55	1
7	55	1
8	55	1
11	55	1
13	55	1
16	55	1
17	55	1
18	55	1
20	55	1
22	55	1
26	55	1
