70	1208
2	3	1
1	4	1
2	4	1
3	4	1
1	5	1
3	6	1
4	6	1
1	7	1
2	7	1
5	7	1
2	8	1
5	8	1
6	8	1
2	9	1
6	9	1
8	9	1
2	10	1
5	10	1
6	10	1
3	11	1
4	11	1
5	11	1
7	11	1
8	11	1
9	11	1
2	12	1
4	12	1
6	12	1
11	12	1
1	13	1
3	13	1
9	13	1
12	13	1
1	14	1
5	14	1
8	14	1
9	14	1
11	14	1
12	14	1
13	14	1
1	15	1
4	15	1
5	15	1
8	15	1
9	15	1
14	15	1
1	16	1
4	16	1
6	16	1
8	16	1
9	16	1
10	16	1
11	16	1
1	17	1
2	17	1
5	17	1
6	17	1
7	17	1
11	17	1
12	17	1
13	17	1
14	17	1
16	17	1
3	18	1
7	18	1
8	18	1
10	18	1
11	18	1
15	18	1
16	18	1
2	19	1
4	19	1
5	19	1
6	19	1
7	19	1
8	19	1
9	19	1
11	19	1
14	19	1
3	20	1
4	20	1
5	20	1
6	20	1
7	20	1
9	20	1
19	20	1
1	21	1
2	21	1
3	21	1
4	21	1
5	21	1
6	21	1
7	21	1
9	21	1
11	21	1
12	21	1
13	21	1
15	21	1
16	21	1
17	21	1
18	21	1
19	21	1
1	22	1
2	22	1
3	22	1
6	22	1
9	22	1
10	22	1
12	22	1
13	22	1
14	22	1
6	23	1
7	23	1
9	23	1
10	23	1
11	23	1
12	23	1
13	23	1
14	23	1
15	23	1
17	23	1
22	23	1
1	24	1
2	24	1
5	24	1
6	24	1
8	24	1
9	24	1
10	24	1
11	24	1
14	24	1
21	24	1
22	24	1
1	25	1
4	25	1
5	25	1
7	25	1
8	25	1
9	25	1
10	25	1
12	25	1
14	25	1
16	25	1
18	25	1
19	25	1
20	25	1
21	25	1
22	25	1
23	25	1
7	26	1
9	26	1
10	26	1
12	26	1
13	26	1
14	26	1
15	26	1
16	26	1
19	26	1
20	26	1
21	26	1
22	26	1
23	26	1
24	26	1
25	26	1
7	27	1
12	27	1
13	27	1
14	27	1
17	27	1
18	27	1
19	27	1
20	27	1
21	27	1
22	27	1
3	28	1
4	28	1
5	28	1
7	28	1
8	28	1
9	28	1
11	28	1
13	28	1
14	28	1
15	28	1
16	28	1
19	28	1
20	28	1
24	28	1
25	28	1
27	28	1
5	29	1
6	29	1
8	29	1
10	29	1
11	29	1
12	29	1
16	29	1
18	29	1
22	29	1
23	29	1
25	29	1
2	30	1
4	30	1
8	30	1
9	30	1
11	30	1
16	30	1
17	30	1
18	30	1
19	30	1
21	30	1
24	30	1
26	30	1
28	30	1
29	30	1
1	31	1
6	31	1
7	31	1
9	31	1
12	31	1
13	31	1
16	31	1
22	31	1
24	31	1
