100	2475
1	2	1.000000
2	3	1.000000
2	4	1.000000
3	4	1.000000
2	5	1.000000
1	6	1.000000
3	6	1.000000
4	6	1.000000
1	7	1.000000
6	7	1.000000
1	8	1.000000
6	8	1.000000
7	8	1.000000
1	9	1.000000
2	9	1.000000
6	9	1.000000
1	10	1.000000
2	10	1.000000
5	10	1.000000
8	10	1.000000
4	11	1.000000
5	11	1.000000
6	11	1.000000
2	12	1.000000
4	12	1.000000
7	12	1.000000
8	12	1.000000
9	12	1.000000
5	13	1.000000
6	13	1.000000
8	13	1.000000
9	13	1.000000
10	13	1.000000
11	13	1.000000
2	14	1.000000
4	14	1.000000
5	14	1.000000
6	14	1.000000
8	14	1.000000
10	14	1.000000
11	14	1.000000
1	15	1.000000
4	15	1.000000
5	15	1.000000
6	15	1.000000
7	15	1.000000
2	16	1.000000
3	16	1.000000
4	16	1.000000
6	16	1.000000
9	16	1.000000
12	16	1.000000
14	16	1.000000
2	17	1.000000
4	17	1.000000
5	17	1.000000
8	17	1.000000
9	17	1.000000
10	17	1.000000
12	17	1.000000
13	17	1.000000
15	17	1.000000
16	17	1.000000
3	18	1.000000
5	18	1.000000
6	18	1.000000
7	18	1.000000
8	18	1.000000
9	18	1.000000
11	18	1.000000
15	18	1.000000
16	18	1.000000
1	19	1.000000
2	19	1.000000
3	19	1.000000
4	19	1.000000
5	19	1.000000
8	19	1.000000
9	19	1.000000
10	19	1.000000
11	19	1.000000
14	19	1.000000
15	19	1.000000
16	19	1.000000
18	19	1.000000
2	20	1.000000
10	20	1.000000
12	20	1.000000
13	20	1.000000
14	20	1.000000
15	20	1.000000
16	20	1.000000
17	20	1.000000
18	20	1.000000
19	20	1.000000
3	21	1.000000
5	21	1.000000
7	21	1.000000
10	21	1.000000
12	21	1.000000
13	21	1.000000
14	21	1.000000
15	21	1.000000
19	21	1.000000
20	21	1.000000
1	22	1.000000
7	22	1.000000
14	22	1.000000
15	22	1.000000
16	22	1.000000
19	22	1.000000
20	22	1.000000
1	23	1.000000
3	23	1.000000
7	23	1.000000
8	23	1.000000
13	23	1.000000
22	23	1.000000
5	24	1.000000
7	24	1.000000
8	24	1.000000
9	24	1.000000
10	24	1.000000
11	24	1.000000
15	24	1.000000
19	24	1.000000
21	24	1.000000
23	24	1.000000
2	25	1.000000
4	25	1.000000
7	25	1.000000
8	25	1.000000
12	25	1.000000
14	25	1.000000
15	25	1.000000
17	25	1.000000
21	25	1.000000
24	25	1.000000
7	26	1.000000
10	26	1.000000
14	26	1.000000
15	26	1.000000
16	26	1.000000
17	26	1.000000
18	26	1.000000
19	26	1.000000
23	26	1.000000
25	26	1.000000
1	27	1.000000
2	27	1.000000
4	27	1.000000
5	27	1.000000
6	27	1.000000
8	27	1.000000
9	27	1.000000
13	27	1.000000
14	27	1.000000
15	27	1.000000
16	27	1.000000
17	27	1.000000
19	27	1.000000
22	27	1.000000
24	27	1.000000
25	27	1.000000
1	28	1.000000
5	28	1.000000
10	28	1.000000
15	28	1.000000
19	28	1.000000
20	28	1.000000
21	28	1.000000
22	28	1.000000
24	28	1.000000
25	28	1.000000
1	29	1.000000
3	29	1.000000
4	29	1.000000
6	29	1.000000
7	29	1.000000
8	29	1.000000
9	29	1.000000
14	29	1.000000
15	29	1.000000
17	29	1.000000
18	29	1.000000
20	29	1.000000
21	29	1.000000
24	29	1.000000
25	29	1.000000
1	30	1.000000
3	30	1.000000
4	30	1.000000
6	30	1.000000
7	30	1.000000
8	30	1.000000
9	30	1.000000
10	30	1.000000
11	30	1.000000
12	30	1.000000
13	30	1.000000
15	30	1.000000
19	30	1.000000
20	30	1.000000
25	30	1.000000
26	30	1.000000
29	30	1.000000
1	31	1.000000
2	31	1.000000
5	31	1.000000
7	31	1.000000
8	31	1.000000
12	31	1.000000
20	31	1.000000
27	31	1.000000
28	31	1.000000
29	31	1.000000
30	31	1.000000
1	32	1.000000
3	32	1.000000
5	32	1.000000
6	32	1.000000
7	32	1.000000
9	32	1.000000
11	32	1.000000
12	32	1.000000
13	32	1.000000
14	32	1.000000
18	32	1.000000
20	32	1.000000
23	32	1.000000
24	32	1.000000
25	32	1.000000
26	32	1.000000
27	32	1.000000
28	32	1.000000
31	32	1.000000
2	33	1.000000
3	33	1.000000
6	33	1.000000
7	33	1.000000
9	33	1.000000
11	33	1.000000
14	33	1.000000
15	33	1.000000
17	33	1.000000
18	33	1.000000
20	33	1.000000
23	33	1.000000
25	33	1.000000
26	33	1.000000
28	33	1.000000
29	33	1.000000
32	33	1.000000
2	34	1.000000
4	34	1.000000
6	34	1.000000
8	34	1.000000
10	34	1.000000
12	34	1.000000
15	34	1.000000
16	34	1.000000
17	34	1.000000
21	34	1.000000
22	34	1.000000
26	34	1.000000
29	34	1.000000
32	34	1.000000
33	34	1.000000
1	35	1.000000
2	35	1.000000
3	35	1.000000
5	35	1.000000
6	35	1.000000
13	35	1.000000
14	35	1.000000
16	35	1.000000
20	35	1.000000
24	35	1.000000
26	35	1.000000
27	35	1.000000
31	35	1.000000
34	35	1.000000
1	36	1.000000
2	36	1.000000
3	36	1.000000
4	36	1.000000
5	36	1.000000
6	36	1.000000
8	36	1.000000
9	36	1.000000
12	36	1.000000
14	36	1.000000
