80	1580
1	2	1
1	3	1
1	4	1
2	4	1
1	5	1
3	5	1
4	5	1
1	6	1
2	6	1
1	8	1
6	8	1
2	9	1
3	9	1
4	9	1
5	9	1
6	9	1
2	10	1
3	10	1
5	10	1
7	10	1
9	10	1
1	11	1
5	11	1
8	11	1
10	11	1
2	12	1
3	12	1
4	12	1
10	12	1
11	12	1
2	13	1
4	13	1
9	13	1
11	13	1
3	14	1
4	14	1
6	14	1
8	14	1
11	14	1
12	14	1
13	14	1
2	15	1
5	15	1
6	15	1
7	15	1
8	15	1
9	15	1
10	15	1
11	15	1
12	15	1
3	16	1
4	16	1
6	16	1
10	16	1
12	16	1
1	17	1
2	17	1
5	17	1
6	17	1
12	17	1
13	17	1
15	17	1
1	18	1
4	18	1
5	18	1
6	18	1
7	18	1
9	18	1
10	18	1
11	18	1
13	18	1
16	18	1
5	19	1
7	19	1
9	19	1
12	19	1
13	19	1
15	19	1
2	20	1
4	20	1
6	20	1
7	20	1
8	20	1
12	20	1
14	20	1
17	20	1
18	20	1
19	20	1
2	21	1
4	21	1
6	21	1
9	21	1
12	21	1
15	21	1
20	21	1
3	22	1
4	22	1
5	22	1
7	22	1
10	22	1
11	22	1
12	22	1
14	22	1
15	22	1
18	22	1
1	23	1
4	23	1
5	23	1
8	23	1
9	23	1
10	23	1
14	23	1
15	23	1
18	23	1
19	23	1
20	23	1
21	23	1
22	23	1
1	24	1
2	24	1
4	24	1
9	24	1
10	24	1
11	24	1
16	24	1
20	24	1
21	24	1
23	24	1
1	25	1
2	25	1
3	25	1
5	25	1
6	25	1
7	25	1
9	25	1
10	25	1
11	25	1
12	25	1
22	25	1
23	25	1
7	26	1
8	26	1
13	26	1
14	26	1
15	26	1
16	26	1
17	26	1
18	26	1
20	26	1
21	26	1
22	26	1
24	26	1
25	26	1
2	27	1
4	27	1
5	27	1
8	27	1
10	27	1
14	27	1
17	27	1
19	27	1
20	27	1
23	27	1
26	27	1
2	28	1
4	28	1
6	28	1
7	28	1
10	28	1
12	28	1
15	28	1
19	28	1
22	28	1
26	28	1
1	29	1
3	29	1
4	29	1
5	29	1
6	29	1
9	29	1
15	29	1
17	29	1
20	29	1
21	29	1
25	29	1
27	29	1
28	29	1
2	30	1
3	30	1
4	30	1
5	30	1
6	30	1
8	30	1
9	30	1
10	30	1
11	30	1
13	30	1
14	30	1
15	30	1
17	30	1
18	30	1
19	30	1
20	30	1
21	30	1
22	30	1
23	30	1
24	30	1
25	30	1
27	30	1
28	30	1
1	31	1
4	31	1
7	31	1
10	31	1
11	31	1
12	31	1
15	31	1
16	31	1
18	31	1
19	31	1
20	31	1
22	31	1
26	31	1
29	31	1
2	32	1
3	32	1
5	32	1
7	32	1
8	32	1
10	32	1
11	32	1
12	32	1
13	32	1
14	32	1
17	32	1
18	32	1
21	32	1
23	32	1
26	32	1
30	32	1
3	33	1
4	33	1
5	33	1
8	33	1
10	33	1
12	33	1
13	33	1
17	33	1
18	33	1
19	33	1
23	33	1
26	33	1
27	33	1
28	33	1
29	33	1
32	33	1
2	34	1
3	34	1
4	34	1
5	34	1
6	34	1
7	34	1
8	34	1
9	34	1
10	34	1
12	34	1
13	34	1
15	34	1
16	34	1
19	34	1
22	34	1
23	34	1
25	34	1
27	34	1
32	34	1
1	35	1
2	35	1
3	35	1
4	35	1
5	35	1
8	35	1
9	35	1
10	35	1
14	35	1
15	35	1
16	35	1
17	35	1
18	35	1
25	35	1
30	35	1
33	35	1
3	36	1
4	36	1
5	36	1
6	36	1
7	36	1
8	36	1
10	36	1
14	36	1
15	36	1
16	36	1
19	36	1
23	36	1
25	36	1
26	36	1
27	36	1
28	36	1
32	36	1
34	36	1
35	36	1
1	37	1
2	37	1
4	37	1
5	37	1
6	37	1
9	37	1
10	37	1
11	37	1
12	37	1
13	37	1
14	37	1
16	37	1
17	37	1
18	37	1
27	37	1
29	37	1
31	37	1
33	37	1
34	37	1
36	37	1
1	38	1
4	38	1
6	38	1
9	38	1
11	38	1
12	38	1
13	38	1
16	38	1
20	38	1
21	38	1
24	38	1
26	38	1
28	38	1
29	38	1
31	38	1
33	38	1
35	38	1
2	39	1
3	39	1
4	39	1
5	39	1
6	39	1
8	39	1
10	39	1
12	39	1
13	39	1
14	39	1
15	39	1
16	39	1
24	39	1
25	39	1
26	39	1
27	39	1
29	39	1
31	39	1
32	39	1
33	39	1
34	39	1
35	39	1
38	39	1
2	40	1
4	40	1
8	40	1
9	40	1
12	40	1
13	40	1
17	40	1
20	40	1
21	40	1
23	40	1
25	40	1
26	40	1
28	40	1
29	40	1
30	40	1
31	40	1
36	40	1
37	40	1
38	40	1
3	41	1
5	41	1
9	41	1
10	41	1
12	41	1
13	41	1
15	41	1
16	41	1
17	41	1
19	41	1
20	41	1
21	41	1
22	41	1
23	41	1
24	41	1
27	41	1
29	41	1
30	41	1
34	41	1
35	41	1
37	41	1
38	41	1
2	42	1
3	42	1
7	42	1
9	42	1
11	42	1
14	42	1
17	42	1
20	42	1
22	42	1
25	42	1
31	42	1
32	42	1
38	42	1
40	42	1
1	43	1
2	43	1
3	43	1
5	43	1
7	43	1
8	43	1
11	43	1
12	43	1
13	43	1
17	43	1
18	43	1
19	43	1
20	43	1
23	43	1
27	43	1
28	43	1
29	43	1
30	43	1
32	43	1
33	43	1
34	43	1
35	43	1
38	43	1
41	43	1
3	44	1
5	44	1
9	44	1
12	44	1
14	44	1
15	44	1
16	44	1
18	44	1
20	44	1
23	44	1
26	44	1
29	44	1
30	44	1
31	44	1
32	44	1
33	44	1
39	44	1
1	45	1
2	45	1
3	45	1
11	45	1
13	45	1
15	45	1
17	45	1
18	45	1
19	45	1
21	45	1
22	45	1
25	45	1
27	45	1
29	45	1
33	45	1
35	45	1
36	45	1
37	45	1
38	45	1
43	45	1
1	46	1
3	46	1
4	46	1
6	46	1
9	46	1
13	46	1
14	46	1
15	46	1
17	46	1
19	46	1
20	46	1
21	46	1
22	46	1
25	46	1
26	46	1
29	46	1
30	46	1
31	46	1
32	46	1
34	46	1
35	46	1
36	46	1
38	46	1
39	46	1
40	46	1
43	46	1
45	46	1
1	47	1
2	47	1
3	47	1
5	47	1
6	47	1
7	47	1
9	47	1
13	47	1
14	47	1
15	47	1
17	47	1
18	47	1
21	47	1
24	47	1
26	47	1
28	47	1
29	47	1
31	47	1
32	47	1
34	47	1
37	47	1
39	47	1
40	47	1
45	47	1
3	48	1
4	48	1
8	48	1
9	48	1
10	48	1
13	48	1
14	48	1
15	48	1
17	48	1
19	48	1
20	48	1
22	48	1
23	48	1
24	48	1
27	48	1
28	48	1
29	48	1
32	48	1
38	48	1
39	48	1
45	48	1
47	48	1
1	49	1
3	49	1
4	49	1
5	49	1
6	49	1
10	49	1
11	49	1
12	49	1
13	49	1
14	49	1
17	49	1
19	49	1
20	49	1
21	49	1
24	49	1
26	49	1
28	49	1
29	49	1
30	49	1
31	49	1
32	49	1
36	49	1
37	49	1
40	49	1
42	49	1
43	49	1
45	49	1
1	50	1
2	50	1
4	50	1
6	50	1
7	50	1
8	50	1
9	50	1
12	50	1
13	50	1
14	50	1
15	50	1
17	50	1
18	50	1
19	50	1
20	50	1
21	50	1
22	50	1
23	50	1
24	50	1
27	50	1
28	50	1
29	50	1
30	50	1
31	50	1
40	50	1
45	50	1
46	50	1
49	50	1
1	51	1
3	51	1
4	51	1
7	51	1
8	51	1
10	51	1
12	51	1
13	51	1
18	51	1
19	51	1
20	51	1
21	51	1
23	51	1
26	51	1
28	51	1
29	51	1
30	51	1
31	51	1
32	51	1
33	51	1
34	51	1
35	51	1
37	51	1
38	51	1
39	51	1
40	51	1
42	51	1
43	51	1
45	51	1
48	51	1
49	51	1
1	52	1
6	52	1
7	52	1
8	52	1
9	52	1
10	52	1
11	52	1
12	52	1
13	52	1
15	52	1
16	52	1
19	52	1
21	52	1
23	52	1
24	52	1
26	52	1
27	52	1
28	52	1
29	52	1
30	52	1
31	52	1
32	52	1
34	52	1
35	52	1
37	52	1
39	52	1
40	52	1
41	52	1
42	52	1
47	52	1
51	52	1
5	53	1
6	53	1
7	53	1
9	53	1
10	53	1
13	53	1
14	53	1
15	53	1
16	53	1
17	53	1
20	53	1
21	53	1
24	53	1
28	53	1
29	53	1
31	53	1
32	53	1
34	53	1
35	53	1
36	53	1
42	53	1
43	53	1
44	53	1
45	53	1
46	53	1
47	53	1
48	53	1
49	53	1
50	53	1
3	54	1
4	54	1
6	54	1
7	54	1
9	54	1
12	54	1
14	54	1
16	54	1
19	54	1
20	54	1
22	54	1
23	54	1
25	54	1
31	54	1
33	54	1
36	54	1
37	54	1
38	54	1
41	54	1
50	54	1
51	54	1
1	55	1
6	55	1
7	55	1
9	55	1
10	55	1
12	55	1
14	55	1
15	55	1
16	55	1
17	55	1
19	55	1
20	55	1
21	55	1
25	55	1
26	55	1
28	55	1
30	55	1
31	55	1
34	55	1
35	55	1
37	55	1
39	55	1
40	55	1
41	55	1
42	55	1
44	55	1
47	55	1
50	55	1
51	55	1
53	55	1
54	55	1
1	56	1
3	56	1
5	56	1
8	56	1
9	56	1
10	56	1
13	56	1
17	56	1
18	56	1
20	56	1
22	56	1
26	56	1
29	56	1
32	56	1
34	56	1
35	56	1
36	56	1
40	56	1
42	56	1
43	56	1
47	56	1
49	56	1
50	56	1
54	56	1
55	56	1
1	57	1
2	57	1
3	57	1
5	57	1
6	57	1
14	57	1
15	57	1
17	57	1
18	57	1
19	57	1
20	57	1
21	57	1
22	57	1
26	57	1
27	57	1
29	57	1
30	57	1
32	57	1
35	57	1
36	57	1
39	57	1
40	57	1
46	57	1
47	57	1
48	57	1
49	57	1
50	57	1
52	57	1
54	57	1
2	58	1
3	58	1
4	58	1
6	58	1
8	58	1
9	58	1
10	58	1
13	58	1
14	58	1
15	58	1
16	58	1
19	58	1
20	58	1
25	58	1
26	58	1
27	58	1
30	58	1
33	58	1
39	58	1
41	58	1
42	58	1
43	58	1
47	58	1
48	58	1
50	58	1
51	58	1
53	58	1
56	58	1
1	59	1
3	59	1
4	59	1
10	59	1
11	59	1
13	59	1
14	59	1
15	59	1
19	59	1
23	59	1
24	59	1
26	59	1
27	59	1
30	59	1
33	59	1
37	59	1
38	59	1
39	59	1
41	59	1
42	59	1
47	59	1
48	59	1
51	59	1
55	59	1
57	59	1
3	60	1
6	60	1
11	60	1
12	60	1
13	60	1
17	60	1
18	60	1
20	60	1
21	60	1
22	60	1
24	60	1
25	60	1
27	60	1
28	60	1
30	60	1
33	60	1
35	60	1
39	60	1
44	60	1
45	60	1
46	60	1
47	60	1
51	60	1
54	60	1
55	60	1
56	60	1
59	60	1
1	61	1
6	61	1
12	61	1
13	61	1
15	61	1
18	61	1
19	61	1
22	61	1
24	61	1
25	61	1
28	61	1
29	61	1
34	61	1
35	61	1
36	61	1
38	61	1
39	61	1
40	61	1
43	61	1
45	61	1
46	61	1
48	61	1
50	61	1
53	61	1
54	61	1
55	61	1
56	61	1
57	61	1
1	62	1
4	62	1
6	62	1
7	62	1
8	62	1
12	62	1
15	62	1
19	62	1
22	62	1
23	62	1
25	62	1
28	62	1
30	62	1
34	62	1
36	62	1
37	62	1
38	62	1
40	62	1
42	62	1
44	62	1
45	62	1
48	62	1
51	62	1
53	62	1
54	62	1
56	62	1
61	62	1
2	63	1
3	63	1
4	63	1
5	63	1
9	63	1
14	63	1
15	63	1
16	63	1
17	63	1
19	63	1
22	63	1
24	63	1
26	63	1
28	63	1
29	63	1
31	63	1
32	63	1
34	63	1
37	63	1
38	63	1
42	63	1
43	63	1
44	63	1
45	63	1
47	63	1
48	63	1
49	63	1
50	63	1
55	63	1
59	63	1
62	63	1
1	64	1
4	64	1
6	64	1
8	64	1
9	64	1
12	64	1
13	64	1
14	64	1
18	64	1
21	64	1
23	64	1
29	64	1
30	64	1
35	64	1
36	64	1
37	64	1
39	64	1
40	64	1
41	64	1
42	64	1
44	64	1
45	64	1
46	64	1
47	64	1
48	64	1
49	64	1
50	64	1
51	64	1
52	64	1
55	64	1
58	64	1
61	64	1
62	64	1
63	64	1
1	65	1
2	65	1
5	65	1
7	65	1
8	65	1
9	65	1
10	65	1
11	65	1
12	65	1
13	65	1
15	65	1
18	65	1
19	65	1
21	65	1
22	65	1
25	65	1
30	65	1
31	65	1
35	65	1
36	65	1
38	65	1
39	65	1
40	65	1
41	65	1
42	65	1
45	65	1
48	65	1
50	65	1
51	65	1
53	65	1
54	65	1
55	65	1
57	65	1
61	65	1
62	65	1
1	66	1
4	66	1
6	66	1
9	66	1
11	66	1
14	66	1
15	66	1
16	66	1
17	66	1
18	66	1
20	66	1
22	66	1
23	66	1
25	66	1
26	66	1
27	66	1
30	66	1
31	66	1
32	66	1
35	66	1
38	66	1
39	66	1
41	66	1
42	66	1
43	66	1
44	66	1
48	66	1
49	66	1
51	66	1
53	66	1
56	66	1
59	66	1
61	66	1
62	66	1
64	66	1
65	66	1
1	67	1
2	67	1
4	67	1
5	67	1
6	67	1
11	67	1
12	67	1
13	67	1
19	67	1
20	67	1
28	67	1
32	67	1
35	67	1
36	67	1
39	67	1
42	67	1
43	67	1
44	67	1
46	67	1
47	67	1
49	67	1
50	67	1
52	67	1
53	67	1
56	67	1
57	67	1
60	67	1
61	67	1
63	67	1
66	67	1
1	68	1
2	68	1
3	68	1
4	68	1
5	68	1
6	68	1
14	68	1
17	68	1
18	68	1
20	68	1
21	68	1
22	68	1
26	68	1
29	68	1
31	68	1
38	68	1
39	68	1
40	68	1
41	68	1
42	68	1
43	68	1
46	68	1
47	68	1
49	68	1
50	68	1
56	68	1
57	68	1
58	68	1
59	68	1
62	68	1
64	68	1
65	68	1
66	68	1
67	68	1
1	69	1
3	69	1
5	69	1
6	69	1
7	69	1
12	69	1
13	69	1
16	69	1
19	69	1
20	69	1
22	69	1
23	69	1
24	69	1
29	69	1
36	69	1
38	69	1
40	69	1
41	69	1
42	69	1
43	69	1
46	69	1
47	69	1
48	69	1
50	69	1
51	69	1
54	69	1
56	69	1
57	69	1
61	69	1
64	69	1
65	69	1
66	69	1
67	69	1
1	70	1
5	70	1
6	70	1
7	70	1
8	70	1
12	70	1
14	70	1
17	70	1
18	70	1
21	70	1
25	70	1
29	70	1
31	70	1
32	70	1
33	70	1
34	70	1
35	70	1
36	70	1
37	70	1
38	70	1
40	70	1
41	70	1
43	70	1
47	70	1
48	70	1
49	70	1
50	70	1
53	70	1
55	70	1
61	70	1
62	70	1
63	70	1
64	70	1
1	71	1
3	71	1
4	71	1
5	71	1
8	71	1
11	71	1
16	71	1
20	71	1
23	71	1
24	71	1
26	71	1
28	71	1
29	71	1
30	71	1
32	71	1
33	71	1
37	71	1
41	71	1
42	71	1
45	71	1
47	71	1
49	71	1
51	71	1
53	71	1
56	71	1
57	71	1
59	71	1
63	71	1
64	71	1
65	71	1
67	71	1
69	71	1
70	71	1
2	72	1
3	72	1
5	72	1
8	72	1
9	72	1
10	72	1
12	72	1
14	72	1
16	72	1
17	72	1
18	72	1
19	72	1
22	72	1
23	72	1
24	72	1
26	72	1
31	72	1
33	72	1
34	72	1
35	72	1
36	72	1
37	72	1
39	72	1
40	72	1
42	72	1
43	72	1
46	72	1
47	72	1
48	72	1
52	72	1
53	72	1
57	72	1
59	72	1
60	72	1
61	72	1
64	72	1
65	72	1
68	72	1
3	73	1
4	73	1
5	73	1
7	73	1
8	73	1
9	73	1
15	73	1
16	73	1
17	73	1
23	73	1
24	73	1
25	73	1
28	73	1
29	73	1
30	73	1
32	73	1
33	73	1
34	73	1
35	73	1
36	73	1
37	73	1
38	73	1
40	73	1
44	73	1
45	73	1
46	73	1
48	73	1
50	73	1
54	73	1
55	73	1
57	73	1
60	73	1
61	73	1
62	73	1
63	73	1
69	73	1
71	73	1
72	73	1
1	74	1
3	74	1
4	74	1
10	74	1
14	74	1
15	74	1
