40	390
1	2	1
2	3	1
1	4	1
1	5	1
2	5	1
3	5	1
4	5	1
2	6	1
4	6	1
5	7	1
6	7	1
6	8	1
2	9	1
4	9	1
5	9	1
6	9	1
7	9	1
1	10	1
2	10	1
4	10	1
5	10	1
8	10	1
3	11	1
4	11	1
9	11	1
10	11	1
2	12	1
5	12	1
6	12	1
9	12	1
11	12	1
2	13	1
7	13	1
8	13	1
10	13	1
2	14	1
4	14	1
7	14	1
8	14	1
11	14	1
12	14	1
13	14	1
1	15	1
5	15	1
7	15	1
8	15	1
9	15	1
10	15	1
11	15	1
12	15	1
2	16	1
3	16	1
4	16	1
5	16	1
8	16	1
9	16	1
13	16	1
14	16	1
3	17	1
4	17	1
5	17	1
6	17	1
8	17	1
9	17	1
12	17	1
14	17	1
15	17	1
1	18	1
2	18	1
4	18	1
6	18	1
12	18	1
13	18	1
14	18	1
15	18	1
17	18	1
1	19	1
2	19	1
3	19	1
4	19	1
6	19	1
7	19	1
9	19	1
1	20	1
2	20	1
3	20	1
4	20	1
5	20	1
6	20	1
7	20	1
9	20	1
10	20	1
13	20	1
14	20	1
15	20	1
16	20	1
2	21	1
3	21	1
6	21	1
10	21	1
12	21	1
14	21	1
20	21	1
3	22	1
5	22	1
6	22	1
7	22	1
12	22	1
14	22	1
17	22	1
19	22	1
21	22	1
4	23	1
5	23	1
7	23	1
10	23	1
11	23	1
13	23	1
14	23	1
15	23	1
16	23	1
18	23	1
19	23	1
21	23	1
22	23	1
1	24	1
3	24	1
6	24	1
11	24	1
12	24	1
15	24	1
16	24	1
17	24	1
18	24	1
20	24	1
22	24	1
1	25	1
3	25	1
4	25	1
5	25	1
8	25	1
10	25	1
11	25	1
13	25	1
14	25	1
16	25	1
24	25	1
1	26	1
2	26	1
3	26	1
4	26	1
5	26	1
6	26	1
8	26	1
9	26	1
10	26	1
11	26	1
13	26	1
15	26	1
17	26	1
21	26	1
22	26	1
1	27	1
3	27	1
4	27	1
5	27	1
9	27	1
10	27	1
11	27	1
13	27	1
14	27	1
15	27	1
16	27	1
17	27	1
20	27	1
21	27	1
24	27	1
25	27	1
1	28	1
3	28	1
6	28	1
7	28	1
8	28	1
11	28	1
12	28	1
13	28	1
14	28	1
15	28	1
18	28	1
19	28	1
21	28	1
27	28	1
1	29	1
4	29	1
5	29	1
6	29	1
7	29	1
8	29	1
9	29	1
11	29	1
12	29	1
13	29	1
16	29	1
17	29	1
26	29	1
28	29	1
1	30	1
4	30	1
6	30	1
7	30	1
9	30	1
10	30	1
11	30	1
12	30	1
13	30	1
17	30	1
18	30	1
21	30	1
22	30	1
23	30	1
2	31	1
3	31	1
5	31	1
6	31	1
7	31	1
8	31	1
9	31	1
11	31	1
12	31	1
14	31	1
17	31	1
20	31	1
24	31	1
25	31	1
27	31	1
28	31	1
1	32	1
2	32	1
3	32	1
5	32	1
7	32	1
8	32	1
12	32	1
16	32	1
17	32	1
22	32	1
23	32	1
25	32	1
26	32	1
27	32	1
28	32	1
31	32	1
1	33	1
3	33	1
4	33	1
5	33	1
8	33	1
9	33	1
10	33	1
12	33	1
13	33	1
19	33	1
20	33	1
22	33	1
23	33	1
24	33	1
25	33	1
26	33	1
29	33	1
32	33	1
3	34	1
4	34	1
6	34	1
8	34	1
11	34	1
17	34	1
18	34	1
19	34	1
20	34	1
21	34	1
24	34	1
25	34	1
26	34	1
32	34	1
3	35	1
4	35	1
5	35	1
6	35	1
9	35	1
10	35	1
14	35	1
18	35	1
19	35	1
20	35	1
21	35	1
22	35	1
23	35	1
24	35	1
25	35	1
26	35	1
27	35	1
32	35	1
34	35	1
2	36	1
3	36	1
4	36	1
7	36	1
10	36	1
11	36	1
13	36	1
15	36	1
16	36	1
18	36	1
21	36	1
23	36	1
26	36	1
28	36	1
29	36	1
33	36	1
34	36	1
1	37	1
2	37	1
3	37	1
6	37	1
7	37	1
8	37	1
10	37	1
11	37	1
12	37	1
20	37	1
21	37	1
23	37	1
24	37	1
25	37	1
32	37	1
33	37	1
36	37	1
1	38	1
2	38	1
4	38	1
5	38	1
6	38	1
11	38	1
15	38	1
16	38	1
17	38	1
18	38	1
19	38	1
21	38	1
23	38	1
26	38	1
30	38	1
33	38	1
35	38	1
1	39	1
2	39	1
4	39	1
5	39	1
6	39	1
8	39	1
9	39	1
11	39	1
12	39	1
14	39	1
15	39	1
16	39	1
17	39	1
23	39	1
25	39	1
26	39	1
28	39	1
33	39	1
36	39	1
37	39	1
4	40	1
5	40	1
6	40	1
7	40	1
9	40	1
10	40	1
12	40	1
16	40	1
26	40	1
28	40	1
29	40	1
31	40	1
32	40	1
33	40	1
34	40	1
37	40	1
