40	390
1	2	1
1	3	1
2	3	1
1	4	1
2	4	1
2	5	1
4	5	1
2	6	1
4	6	1
2	7	1
6	7	1
1	8	1
3	8	1
6	8	1
4	9	1
8	9	1
1	10	1
3	10	1
5	10	1
8	10	1
9	10	1
4	11	1
8	11	1
1	12	1
2	12	1
6	12	1
7	12	1
8	12	1
10	12	1
11	12	1
1	13	1
3	13	1
6	13	1
7	13	1
8	13	1
12	13	1
3	14	1
4	14	1
5	14	1
6	14	1
8	14	1
12	14	1
13	14	1
1	15	1
2	15	1
5	15	1
6	15	1
7	15	1
9	15	1
3	16	1
9	16	1
10	16	1
11	16	1
13	16	1
15	16	1
4	17	1
6	17	1
7	17	1
8	17	1
10	17	1
11	17	1
12	17	1
14	17	1
16	17	1
1	18	1
4	18	1
6	18	1
10	18	1
13	18	1
15	18	1
16	18	1
2	19	1
3	19	1
6	19	1
7	19	1
9	19	1
14	19	1
15	19	1
17	19	1
18	19	1
1	20	1
3	20	1
4	20	1
8	20	1
9	20	1
12	20	1
14	20	1
15	20	1
16	20	1
17	20	1
18	20	1
19	20	1
1	21	1
2	21	1
3	21	1
4	21	1
5	21	1
7	21	1
11	21	1
13	21	1
14	21	1
15	21	1
16	21	1
19	21	1
3	22	1
4	22	1
5	22	1
6	22	1
7	22	1
10	22	1
11	22	1
13	22	1
14	22	1
15	22	1
17	22	1
19	22	1
21	22	1
2	23	1
4	23	1
5	23	1
7	23	1
9	23	1
10	23	1
11	23	1
14	23	1
15	23	1
17	23	1
18	23	1
21	23	1
2	24	1
4	24	1
5	24	1
6	24	1
7	24	1
12	24	1
16	24	1
18	24	1
19	24	1
21	24	1
23	24	1
1	25	1
2	25	1
7	25	1
8	25	1
9	25	1
10	25	1
11	25	1
12	25	1
15	25	1
17	25	1
20	25	1
22	25	1
23	25	1
3	26	1
4	26	1
6	26	1
8	26	1
10	26	1
11	26	1
13	26	1
16	26	1
17	26	1
18	26	1
19	26	1
20	26	1
21	26	1
22	26	1
23	26	1
24	26	1
25	26	1
2	27	1
5	27	1
6	27	1
7	27	1
12	27	1
14	27	1
16	27	1
18	27	1
20	27	1
21	27	1
24	27	1
1	28	1
4	28	1
5	28	1
6	28	1
7	28	1
8	28	1
10	28	1
11	28	1
12	28	1
13	28	1
14	28	1
15	28	1
16	28	1
18	28	1
21	28	1
22	28	1
23	28	1
24	28	1
25	28	1
26	28	1
27	28	1
1	29	1
4	29	1
7	29	1
8	29	1
9	29	1
12	29	1
13	29	1
14	29	1
15	29	1
18	29	1
21	29	1
22	29	1
23	29	1
27	29	1
2	30	1
3	30	1
6	30	1
7	30	1
11	30	1
12	30	1
15	30	1
16	30	1
20	30	1
22	30	1
24	30	1
25	30	1
26	30	1
7	31	1
9	31	1
11	31	1
12	31	1
13	31	1
15	31	1
16	31	1
17	31	1
20	31	1
25	31	1
27	31	1
28	31	1
29	31	1
2	32	1
4	32	1
7	32	1
10	32	1
11	32	1
12	32	1
14	32	1
15	32	1
17	32	1
23	32	1
25	32	1
28	32	1
30	32	1
4	33	1
6	33	1
10	33	1
11	33	1
13	33	1
14	33	1
18	33	1
19	33	1
22	33	1
26	33	1
27	33	1
29	33	1
1	34	1
2	34	1
4	34	1
5	34	1
8	34	1
9	34	1
11	34	1
12	34	1
14	34	1
15	34	1
16	34	1
18	34	1
19	34	1
21	34	1
23	34	1
25	34	1
27	34	1
29	34	1
31	34	1
32	34	1
3	35	1
4	35	1
11	35	1
12	35	1
14	35	1
15	35	1
17	35	1
20	35	1
22	35	1
25	35	1
27	35	1
30	35	1
31	35	1
34	35	1
1	36	1
4	36	1
12	36	1
15	36	1
16	36	1
17	36	1
18	36	1
21	36	1
22	36	1
25	36	1
27	36	1
28	36	1
29	36	1
30	36	1
32	36	1
33	36	1
34	36	1
35	36	1
3	37	1
6	37	1
7	37	1
8	37	1
9	37	1
11	37	1
12	37	1
13	37	1
15	37	1
19	37	1
20	37	1
21	37	1
25	37	1
27	37	1
31	37	1
33	37	1
1	38	1
3	38	1
4	38	1
5	38	1
7	38	1
8	38	1
9	38	1
10	38	1
11	38	1
12	38	1
15	38	1
16	38	1
17	38	1
18	38	1
26	38	1
27	38	1
32	38	1
33	38	1
34	38	1
35	38	1
6	39	1
7	39	1
8	39	1
9	39	1
12	39	1
14	39	1
15	39	1
18	39	1
19	39	1
21	39	1
24	39	1
28	39	1
30	39	1
31	39	1
32	39	1
34	39	1
35	39	1
36	39	1
4	40	1
5	40	1
7	40	1
8	40	1
9	40	1
17	40	1
18	40	1
19	40	1
20	40	1
23	40	1
27	40	1
28	40	1
30	40	1
34	40	1
35	40	1
37	40	1
38	40	1
