60	885
1	3	1
2	3	1
2	4	1
2	5	1
1	6	1
2	6	1
3	6	1
4	6	1
5	7	1
6	7	1
2	8	1
4	8	1
6	8	1
1	9	1
2	9	1
3	9	1
5	9	1
6	9	1
7	9	1
8	9	1
2	10	1
4	10	1
6	10	1
7	10	1
8	10	1
9	10	1
2	11	1
4	11	1
8	11	1
9	11	1
1	12	1
4	12	1
5	12	1
9	12	1
1	13	1
5	13	1
8	13	1
11	13	1
12	13	1
2	14	1
3	14	1
4	14	1
5	14	1
6	14	1
7	14	1
9	14	1
10	14	1
12	14	1
13	14	1
1	15	1
2	15	1
3	15	1
5	15	1
6	15	1
9	15	1
11	15	1
12	15	1
13	15	1
14	15	1
2	16	1
4	16	1
8	16	1
9	16	1
10	16	1
13	16	1
1	17	1
2	17	1
4	17	1
6	17	1
7	17	1
11	17	1
14	17	1
1	18	1
2	18	1
4	18	1
6	18	1
7	18	1
10	18	1
11	18	1
12	18	1
13	18	1
15	18	1
16	18	1
1	19	1
2	19	1
3	19	1
4	19	1
6	19	1
8	19	1
11	19	1
14	19	1
15	19	1
2	20	1
3	20	1
4	20	1
5	20	1
7	20	1
9	20	1
10	20	1
12	20	1
14	20	1
16	20	1
17	20	1
2	21	1
3	21	1
5	21	1
6	21	1
9	21	1
10	21	1
12	21	1
18	21	1
19	21	1
2	22	1
7	22	1
10	22	1
11	22	1
13	22	1
17	22	1
19	22	1
21	22	1
1	23	1
5	23	1
13	23	1
16	23	1
19	23	1
20	23	1
21	23	1
2	24	1
3	24	1
4	24	1
6	24	1
7	24	1
9	24	1
10	24	1
15	24	1
17	24	1
18	24	1
19	24	1
21	24	1
23	24	1
3	25	1
5	25	1
7	25	1
8	25	1
10	25	1
11	25	1
16	25	1
18	25	1
19	25	1
20	25	1
21	25	1
23	25	1
24	25	1
1	26	1
4	26	1
6	26	1
7	26	1
8	26	1
11	26	1
12	26	1
14	26	1
15	26	1
17	26	1
18	26	1
20	26	1
21	26	1
22	26	1
24	26	1
1	27	1
2	27	1
3	27	1
7	27	1
8	27	1
9	27	1
10	27	1
12	27	1
13	27	1
14	27	1
15	27	1
19	27	1
20	27	1
22	27	1
23	27	1
25	27	1
26	27	1
2	28	1
3	28	1
7	28	1
9	28	1
12	28	1
14	28	1
15	28	1
17	28	1
19	28	1
20	28	1
21	28	1
22	28	1
23	28	1
24	28	1
25	28	1
1	29	1
3	29	1
4	29	1
7	29	1
12	29	1
13	29	1
16	29	1
17	29	1
18	29	1
19	29	1
20	29	1
2	30	1
3	30	1
4	30	1
6	30	1
8	30	1
11	30	1
15	30	1
18	30	1
22	30	1
23	30	1
24	30	1
25	30	1
27	30	1
28	30	1
29	30	1
1	31	1
2	31	1
10	31	1
13	31	1
14	31	1
15	31	1
16	31	1
17	31	1
19	31	1
22	31	1
23	31	1
24	31	1
29	31	1
30	31	1
2	32	1
3	32	1
7	32	1
8	32	1
9	32	1
10	32	1
13	32	1
14	32	1
15	32	1
16	32	1
18	32	1
20	32	1
24	32	1
26	32	1
27	32	1
28	32	1
29	32	1
30	32	1
31	32	1
4	33	1
9	33	1
10	33	1
12	33	1
13	33	1
16	33	1
18	33	1
22	33	1
23	33	1
25	33	1
27	33	1
28	33	1
1	34	1
2	34	1
3	34	1
4	34	1
6	34	1
14	34	1
15	34	1
16	34	1
19	34	1
22	34	1
23	34	1
26	34	1
30	34	1
31	34	1
33	34	1
1	35	1
2	35	1
4	35	1
6	35	1
7	35	1
8	35	1
10	35	1
14	35	1
16	35	1
17	35	1
18	35	1
20	35	1
21	35	1
24	35	1
25	35	1
26	35	1
27	35	1
30	35	1
31	35	1
32	35	1
34	35	1
1	36	1
4	36	1
6	36	1
8	36	1
9	36	1
13	36	1
14	36	1
16	36	1
20	36	1
21	36	1
26	36	1
29	36	1
31	36	1
32	36	1
35	36	1
4	37	1
5	37	1
13	37	1
16	37	1
17	37	1
18	37	1
20	37	1
21	37	1
27	37	1
32	37	1
34	37	1
35	37	1
2	38	1
3	38	1
5	38	1
7	38	1
8	38	1
11	38	1
13	38	1
14	38	1
15	38	1
16	38	1
17	38	1
20	38	1
25	38	1
26	38	1
28	38	1
29	38	1
33	38	1
34	38	1
36	38	1
2	39	1
6	39	1
8	39	1
9	39	1
10	39	1
11	39	1
12	39	1
15	39	1
18	39	1
20	39	1
24	39	1
25	39	1
32	39	1
33	39	1
34	39	1
35	39	1
37	39	1
5	40	1
9	40	1
11	40	1
13	40	1
15	40	1
18	40	1
20	40	1
22	40	1
23	40	1
24	40	1
25	40	1
26	40	1
27	40	1
28	40	1
29	40	1
30	40	1
35	40	1
3	41	1
4	41	1
5	41	1
7	41	1
9	41	1
10	41	1
13	41	1
17	41	1
18	41	1
19	41	1
20	41	1
23	41	1
24	41	1
26	41	1
31	41	1
32	41	1
33	41	1
35	41	1
4	42	1
5	42	1
7	42	1
10	42	1
12	42	1
13	42	1
14	42	1
16	42	1
18	42	1
19	42	1
22	42	1
25	42	1
26	42	1
28	42	1
29	42	1
32	42	1
33	42	1
35	42	1
36	42	1
37	42	1
38	42	1
39	42	1
1	43	1
2	43	1
4	43	1
10	43	1
11	43	1
13	43	1
14	43	1
16	43	1
17	43	1
18	43	1
19	43	1
21	43	1
23	43	1
26	43	1
27	43	1
30	43	1
32	43	1
34	43	1
1	44	1
3	44	1
4	44	1
5	44	1
8	44	1
11	44	1
12	44	1
14	44	1
16	44	1
17	44	1
18	44	1
19	44	1
20	44	1
21	44	1
22	44	1
23	44	1
27	44	1
28	44	1
29	44	1
30	44	1
31	44	1
36	44	1
37	44	1
39	44	1
40	44	1
41	44	1
1	45	1
2	45	1
4	45	1
6	45	1
7	45	1
9	45	1
10	45	1
14	45	1
15	45	1
16	45	1
18	45	1
19	45	1
22	45	1
23	45	1
24	45	1
25	45	1
26	45	1
27	45	1
28	45	1
30	45	1
32	45	1
33	45	1
41	45	1
43	45	1
44	45	1
2	46	1
5	46	1
6	46	1
7	46	1
8	46	1
11	46	1
13	46	1
17	46	1
21	46	1
22	46	1
23	46	1
24	46	1
26	46	1
28	46	1
29	46	1
30	46	1
35	46	1
36	46	1
37	46	1
38	46	1
41	46	1
45	46	1
1	47	1
3	47	1
4	47	1
6	47	1
8	47	1
9	47	1
10	47	1
11	47	1
14	47	1
16	47	1
17	47	1
18	47	1
19	47	1
20	47	1
21	47	1
22	47	1
25	47	1
31	47	1
32	47	1
34	47	1
37	47	1
39	47	1
43	47	1
2	48	1
3	48	1
4	48	1
5	48	1
6	48	1
7	48	1
8	48	1
10	48	1
11	48	1
15	48	1
17	48	1
18	48	1
19	48	1
21	48	1
22	48	1
27	48	1
28	48	1
31	48	1
33	48	1
34	48	1
36	48	1
39	48	1
41	48	1
42	48	1
43	48	1
44	48	1
45	48	1
46	48	1
2	49	1
3	49	1
4	49	1
5	49	1
6	49	1
9	49	1
10	49	1
11	49	1
17	49	1
18	49	1
20	49	1
21	49	1
26	49	1
27	49	1
29	49	1
34	49	1
38	49	1
39	49	1
40	49	1
42	49	1
43	49	1
45	49	1
46	49	1
47	49	1
2	50	1
4	50	1
5	50	1
7	50	1
8	50	1
11	50	1
14	50	1
15	50	1
16	50	1
17	50	1
18	50	1
26	50	1
