30	218
1	4	1
1	5	1
3	6	1
4	6	1
2	7	1
3	7	1
4	7	1
1	8	1
4	8	1
5	8	1
6	8	1
7	8	1
1	9	1
2	9	1
4	9	1
6	9	1
1	10	1
2	10	1
3	10	1
7	10	1
9	10	1
5	11	1
7	11	1
1	12	1
3	12	1
7	12	1
9	12	1
5	13	1
8	13	1
10	13	1
11	13	1
12	13	1
1	14	1
3	14	1
4	14	1
6	14	1
7	14	1
8	14	1
11	14	1
13	14	1
1	15	1
2	15	1
7	15	1
9	15	1
12	15	1
14	15	1
3	16	1
4	16	1
5	16	1
8	16	1
9	16	1
12	16	1
13	16	1
14	16	1
2	17	1
9	17	1
10	17	1
11	17	1
12	17	1
14	17	1
15	17	1
1	18	1
2	18	1
3	18	1
4	18	1
5	18	1
7	18	1
8	18	1
9	18	1
12	18	1
13	18	1
16	18	1
17	18	1
1	19	1
2	19	1
4	19	1
5	19	1
7	19	1
8	19	1
9	19	1
10	19	1
11	19	1
12	19	1
13	19	1
14	19	1
15	19	1
1	20	1
4	20	1
9	20	1
10	20	1
11	20	1
12	20	1
14	20	1
15	20	1
17	20	1
18	20	1
1	21	1
2	21	1
4	21	1
5	21	1
6	21	1
7	21	1
8	21	1
11	21	1
15	21	1
1	22	1
2	22	1
3	22	1
6	22	1
8	22	1
10	22	1
12	22	1
14	22	1
16	22	1
18	22	1
19	22	1
20	22	1
2	23	1
3	23	1
5	23	1
8	23	1
10	23	1
11	23	1
12	23	1
13	23	1
14	23	1
15	23	1
16	23	1
17	23	1
19	23	1
2	24	1
4	24	1
6	24	1
9	24	1
10	24	1
12	24	1
17	24	1
18	24	1
19	24	1
20	24	1
22	24	1
1	25	1
2	25	1
3	25	1
5	25	1
11	25	1
13	25	1
14	25	1
18	25	1
20	25	1
22	25	1
23	25	1
1	26	1
3	26	1
6	26	1
7	26	1
11	26	1
12	26	1
13	26	1
16	26	1
18	26	1
22	26	1
23	26	1
24	26	1
25	26	1
3	27	1
4	27	1
5	27	1
7	27	1
8	27	1
12	27	1
14	27	1
15	27	1
18	27	1
22	27	1
25	27	1
3	28	1
5	28	1
10	28	1
11	28	1
13	28	1
14	28	1
15	28	1
18	28	1
19	28	1
23	28	1
25	28	1
3	29	1
4	29	1
5	29	1
7	29	1
9	29	1
10	29	1
11	29	1
14	29	1
15	29	1
16	29	1
19	29	1
20	29	1
22	29	1
23	29	1
26	29	1
28	29	1
2	30	1
6	30	1
8	30	1
9	30	1
11	30	1
12	30	1
14	30	1
17	30	1
21	30	1
22	30	1
23	30	1
24	30	1
26	30	1
27	30	1
28	30	1
