20	95
1	4	1
3	4	1
1	6	1
2	6	1
4	6	1
6	7	1
2	8	1
4	8	1
6	8	1
1	9	1
3	9	1
5	9	1
8	9	1
4	10	1
7	10	1
8	10	1
2	11	1
5	11	1
6	11	1
7	11	1
10	11	1
2	12	1
5	12	1
6	12	1
10	12	1
1	13	1
4	13	1
5	13	1
6	13	1
7	13	1
10	13	1
11	13	1
1	14	1
4	14	1
6	14	1
8	14	1
9	14	1
10	14	1
11	14	1
12	14	1
1	15	1
2	15	1
3	15	1
5	15	1
9	15	1
12	15	1
13	15	1
14	15	1
1	16	1
2	16	1
3	16	1
4	16	1
6	16	1
9	16	1
10	16	1
13	16	1
15	16	1
3	17	1
4	17	1
5	17	1
6	17	1
7	17	1
8	17	1
9	17	1
12	17	1
13	17	1
14	17	1
15	17	1
8	18	1
10	18	1
11	18	1
12	18	1
13	18	1
16	18	1
3	19	1
5	19	1
8	19	1
9	19	1
10	19	1
12	19	1
14	19	1
15	19	1
17	19	1
18	19	1
1	20	1
2	20	1
3	20	1
5	20	1
6	20	1
7	20	1
8	20	1
10	20	1
13	20	1
14	20	1
15	20	1
