110	5995	0
1	2	0
1	3	0
1	4	1
1	5	1
1	6	1
1	7	0
1	8	1
1	9	0
1	10	1
1	11	0
1	12	1
1	13	0
1	14	1
1	15	0
1	16	0
1	17	0
1	18	0
1	19	0
1	20	1
1	21	0
1	22	0
1	23	0
1	24	1
1	25	0
1	26	0
1	27	0
1	28	0
1	29	0
1	30	0
1	31	0
1	32	0
1	33	1
1	34	0
1	35	0
1	36	1
1	37	1
1	38	1
1	39	0
1	40	1
1	41	0
1	42	0
1	43	1
1	44	1
1	45	0
1	46	0
1	47	0
1	48	1
1	49	1
1	50	1
1	51	0
1	52	1
1	53	0
1	54	0
1	55	1
1	56	1
1	57	0
1	58	0
1	59	1
1	60	1
1	61	0
1	62	0
1	63	0
1	64	1
1	65	1
1	66	1
1	67	1
1	68	1
1	69	1
1	70	0
1	71	0
1	72	0
1	73	0
1	74	0
1	75	1
1	76	1
1	77	0
1	78	0
1	79	1
1	80	1
1	81	1
1	82	1
1	83	0
1	84	0
1	85	1
1	86	1
1	87	1
1	88	1
1	89	1
1	90	1
1	91	0
1	92	1
1	93	1
1	94	0
1	95	0
1	96	0
1	97	1
1	98	0
1	99	1
1	100	0
1	101	1
1	102	0
1	103	0
1	104	0
1	105	0
1	106	1
1	107	0
1	108	1
1	109	0
1	110	1
2	3	1
2	4	1
2	5	1
2	6	1
2	7	1
2	8	1
2	9	0
2	10	1
2	11	1
2	12	1
2	13	1
2	14	1
2	15	0
2	16	0
2	17	0
2	18	0
2	19	1
2	20	1
2	21	1
2	22	0
2	23	0
2	24	1
2	25	1
2	26	0
2	27	1
2	28	1
2	29	1
2	30	1
2	31	1
2	32	0
2	33	0
2	34	0
2	35	0
2	36	1
2	37	0
2	38	0
2	39	1
2	40	1
2	41	0
2	42	1
2	43	1
2	44	0
2	45	0
2	46	1
2	47	1
2	48	0
2	49	1
2	50	1
2	51	1
2	52	1
2	53	0
2	54	0
2	55	0
2	56	0
2	57	1
2	58	0
2	59	0
2	60	1
2	61	1
2	62	1
2	63	1
