60	885
2	3	1
3	4	1
1	5	1
4	5	1
1	6	1
2	6	1
3	6	1
4	6	1
5	6	1
3	7	1
5	7	1
2	8	1
3	8	1
6	8	1
7	8	1
2	9	1
6	9	1
8	9	1
3	10	1
1	11	1
2	11	1
5	11	1
8	11	1
9	11	1
10	11	1
1	12	1
6	12	1
9	12	1
2	13	1
3	13	1
4	13	1
7	13	1
8	13	1
10	13	1
1	14	1
2	14	1
4	14	1
5	14	1
6	14	1
8	14	1
9	14	1
10	14	1
12	14	1
1	15	1
2	15	1
4	15	1
5	15	1
11	15	1
13	15	1
2	16	1
3	16	1
5	16	1
6	16	1
7	16	1
8	16	1
9	16	1
12	16	1
13	16	1
1	17	1
2	17	1
3	17	1
4	17	1
6	17	1
7	17	1
8	17	1
10	17	1
14	17	1
15	17	1
1	18	1
2	18	1
5	18	1
7	18	1
8	18	1
12	18	1
15	18	1
3	19	1
4	19	1
5	19	1
6	19	1
8	19	1
10	19	1
11	19	1
12	19	1
15	19	1
17	19	1
2	20	1
4	20	1
5	20	1
6	20	1
16	20	1
17	20	1
18	20	1
19	20	1
2	21	1
3	21	1
4	21	1
9	21	1
13	21	1
15	21	1
16	21	1
17	21	1
1	22	1
2	22	1
4	22	1
5	22	1
8	22	1
9	22	1
11	22	1
13	22	1
14	22	1
15	22	1
16	22	1
17	22	1
18	22	1
20	22	1
21	22	1
4	23	1
7	23	1
9	23	1
10	23	1
11	23	1
13	23	1
16	23	1
17	23	1
19	23	1
21	23	1
22	23	1
2	24	1
3	24	1
4	24	1
6	24	1
7	24	1
8	24	1
11	24	1
12	24	1
14	24	1
15	24	1
16	24	1
17	24	1
21	24	1
2	25	1
3	25	1
4	25	1
5	25	1
6	25	1
7	25	1
8	25	1
14	25	1
16	25	1
19	25	1
20	25	1
23	25	1
2	26	1
4	26	1
5	26	1
8	26	1
10	26	1
13	26	1
14	26	1
18	26	1
19	26	1
20	26	1
22	26	1
23	26	1
2	27	1
3	27	1
5	27	1
8	27	1
10	27	1
11	27	1
13	27	1
15	27	1
16	27	1
18	27	1
20	27	1
25	27	1
26	27	1
1	28	1
6	28	1
8	28	1
9	28	1
10	28	1
11	28	1
16	28	1
18	28	1
19	28	1
21	28	1
24	28	1
25	28	1
26	28	1
4	29	1
7	29	1
9	29	1
10	29	1
12	29	1
14	29	1
16	29	1
17	29	1
19	29	1
20	29	1
21	29	1
22	29	1
23	29	1
24	29	1
26	29	1
1	30	1
2	30	1
3	30	1
4	30	1
5	30	1
6	30	1
